source,count,alignment,alignment_score,last_update,cycle
heraldo_aragon,7274,Contra-Gobierno,-0.08,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
elcorreo,7250,Contra-Gobierno,-0.08,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
lavanguardia,5682,Contra-Gobierno,-0.09,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
elpais,5227,Contra-Gobierno,-0.09,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
sur,3869,Contra-Gobierno,-0.1,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
google_news_economia,3539,Pro-Gobierno,0.06,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
eldiario,3260,Contra-Gobierno,-0.14,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
huffington_es,2982,Contra-Gobierno,-0.08,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
elespanol,2243,Pro-Gobierno,0.12,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
expansion,2115,Pro-Gobierno,0.04,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
elmundo,2110,Contra-Gobierno,-0.11,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
google_news_politica,1705,Pro-Gobierno,0.25,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
france24_es,1582,Contra-Gobierno,-0.05,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
europapress,1121,Contra-Gobierno,-0.15,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
infolibre,893,Contra-Gobierno,-0.18,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
elconfidencial,703,Contra-Gobierno,-0.11,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
elmundo_espana,517,Contra-Gobierno,-0.26,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
bbc_mundo,504,Contra-Gobierno,-0.04,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
elmundo_internacional,420,Contra-Gobierno,-0.04,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
el_confidencial_tech,390,Contra-Gobierno,-0.03,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
maldita,319,Pro-Gobierno,0.09,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
elpais_internacional,285,Contra-Gobierno,-0.05,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
newtral,273,Contra-Gobierno,-0.09,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
efe,266,Contra-Gobierno,-0.03,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
el_confidencial_economia,134,Contra-Gobierno,-0.01,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
elpais_espana,130,Contra-Gobierno,-0.24,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
efe_espana,24,Neutral,0.0,2026-04-24 16:07:34+00:00,2026-04-24 16:07:34
20minutos,9581,Contra-Gobierno,-0.08,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
google_news_es,9489,Contra-Gobierno,-0.09,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
okdiario,9048,Contra-Gobierno,-0.07,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
google_news_internacional,8421,Pro-Gobierno,0.03,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
levante_emv,8417,Contra-Gobierno,-0.11,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
heraldo_aragon,7280,Contra-Gobierno,-0.08,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
elcorreo,7258,Contra-Gobierno,-0.08,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
lavanguardia,5682,Contra-Gobierno,-0.09,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
elpais,5237,Contra-Gobierno,-0.09,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
sur,3869,Contra-Gobierno,-0.1,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
google_news_economia,3539,Pro-Gobierno,0.06,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
eldiario,3260,Contra-Gobierno,-0.14,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
huffington_es,2987,Contra-Gobierno,-0.08,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
elespanol,2245,Pro-Gobierno,0.12,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
expansion,2117,Pro-Gobierno,0.04,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
elmundo,2111,Contra-Gobierno,-0.11,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
google_news_politica,1707,Pro-Gobierno,0.25,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
france24_es,1586,Contra-Gobierno,-0.05,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
europapress,1122,Contra-Gobierno,-0.15,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
infolibre,893,Contra-Gobierno,-0.18,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
elconfidencial,703,Contra-Gobierno,-0.11,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
elmundo_espana,517,Contra-Gobierno,-0.26,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
bbc_mundo,505,Contra-Gobierno,-0.04,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
elmundo_internacional,421,Contra-Gobierno,-0.04,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
el_confidencial_tech,390,Contra-Gobierno,-0.03,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
maldita,319,Pro-Gobierno,0.09,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
elpais_internacional,286,Contra-Gobierno,-0.05,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
newtral,273,Contra-Gobierno,-0.09,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
efe,266,Contra-Gobierno,-0.03,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
el_confidencial_economia,134,Contra-Gobierno,-0.01,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
elpais_espana,130,Contra-Gobierno,-0.24,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
efe_espana,24,Neutral,0.0,2026-04-24 16:37:50+00:00,2026-04-24 16:37:50
20minutos,9590,Contra-Gobierno,-0.08,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
google_news_es,9498,Contra-Gobierno,-0.09,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
okdiario,9058,Contra-Gobierno,-0.07,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
levante_emv,8430,Contra-Gobierno,-0.11,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
google_news_internacional,8427,Pro-Gobierno,0.03,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
heraldo_aragon,7283,Contra-Gobierno,-0.08,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
elcorreo,7264,Contra-Gobierno,-0.08,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
lavanguardia,5682,Contra-Gobierno,-0.09,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
elpais,5237,Contra-Gobierno,-0.09,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
sur,3878,Contra-Gobierno,-0.1,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
google_news_economia,3539,Pro-Gobierno,0.06,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
eldiario,3264,Contra-Gobierno,-0.14,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
huffington_es,2990,Contra-Gobierno,-0.08,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
elespanol,2249,Pro-Gobierno,0.12,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
expansion,2118,Pro-Gobierno,0.04,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
elmundo,2113,Contra-Gobierno,-0.11,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
google_news_politica,1707,Pro-Gobierno,0.25,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
france24_es,1586,Contra-Gobierno,-0.05,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
europapress,1122,Contra-Gobierno,-0.15,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
infolibre,893,Contra-Gobierno,-0.18,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
elconfidencial,703,Contra-Gobierno,-0.11,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
elmundo_espana,517,Contra-Gobierno,-0.26,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
bbc_mundo,506,Contra-Gobierno,-0.04,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
elmundo_internacional,421,Contra-Gobierno,-0.04,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
el_confidencial_tech,390,Contra-Gobierno,-0.03,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
maldita,319,Pro-Gobierno,0.09,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
elpais_internacional,287,Contra-Gobierno,-0.05,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
newtral,273,Contra-Gobierno,-0.09,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
efe,266,Contra-Gobierno,-0.03,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
el_confidencial_economia,134,Contra-Gobierno,-0.01,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
elpais_espana,130,Contra-Gobierno,-0.24,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
efe_espana,24,Neutral,0.0,2026-04-24 17:07:40+00:00,2026-04-24 17:07:40
20minutos,9594,Contra-Gobierno,-0.08,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
google_news_es,9503,Contra-Gobierno,-0.09,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
okdiario,9067,Contra-Gobierno,-0.07,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
levante_emv,8436,Contra-Gobierno,-0.11,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
google_news_internacional,8433,Pro-Gobierno,0.03,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
heraldo_aragon,7296,Contra-Gobierno,-0.08,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
elcorreo,7277,Contra-Gobierno,-0.08,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
lavanguardia,5682,Contra-Gobierno,-0.09,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
elpais,5253,Contra-Gobierno,-0.09,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
sur,3885,Contra-Gobierno,-0.1,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
google_news_economia,3540,Pro-Gobierno,0.06,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
eldiario,3264,Contra-Gobierno,-0.14,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
huffington_es,2991,Contra-Gobierno,-0.08,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
elespanol,2249,Pro-Gobierno,0.12,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
expansion,2120,Pro-Gobierno,0.04,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
elmundo,2115,Contra-Gobierno,-0.11,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
google_news_politica,1708,Pro-Gobierno,0.25,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
france24_es,1591,Contra-Gobierno,-0.05,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
europapress,1122,Contra-Gobierno,-0.15,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
infolibre,893,Contra-Gobierno,-0.18,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
elconfidencial,704,Contra-Gobierno,-0.11,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
elmundo_espana,517,Contra-Gobierno,-0.26,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
bbc_mundo,509,Contra-Gobierno,-0.04,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
elmundo_internacional,421,Contra-Gobierno,-0.04,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
el_confidencial_tech,390,Contra-Gobierno,-0.03,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
maldita,319,Pro-Gobierno,0.09,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
elpais_internacional,287,Contra-Gobierno,-0.05,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
newtral,273,Contra-Gobierno,-0.09,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
efe,266,Contra-Gobierno,-0.03,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
el_confidencial_economia,134,Contra-Gobierno,-0.01,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
elpais_espana,130,Contra-Gobierno,-0.24,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
efe_espana,24,Neutral,0.0,2026-04-24 17:37:37+00:00,2026-04-24 17:37:37
20minutos,9600,Contra-Gobierno,-0.08,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
google_news_es,9511,Contra-Gobierno,-0.09,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
okdiario,9070,Contra-Gobierno,-0.07,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
levante_emv,8441,Contra-Gobierno,-0.11,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
google_news_internacional,8440,Pro-Gobierno,0.03,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
heraldo_aragon,7297,Contra-Gobierno,-0.08,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
elcorreo,7280,Contra-Gobierno,-0.08,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
lavanguardia,5682,Contra-Gobierno,-0.09,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
elpais,5253,Contra-Gobierno,-0.09,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
sur,3887,Contra-Gobierno,-0.1,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
google_news_economia,3541,Pro-Gobierno,0.06,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
eldiario,3267,Contra-Gobierno,-0.14,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
huffington_es,2994,Contra-Gobierno,-0.08,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
elespanol,2253,Pro-Gobierno,0.12,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
expansion,2121,Pro-Gobierno,0.04,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
elmundo,2116,Contra-Gobierno,-0.11,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
google_news_politica,1709,Pro-Gobierno,0.25,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
france24_es,1592,Contra-Gobierno,-0.05,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
europapress,1123,Contra-Gobierno,-0.15,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
infolibre,893,Contra-Gobierno,-0.18,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
elconfidencial,704,Contra-Gobierno,-0.11,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
elmundo_espana,517,Contra-Gobierno,-0.26,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
bbc_mundo,510,Contra-Gobierno,-0.04,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
elmundo_internacional,424,Contra-Gobierno,-0.04,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
el_confidencial_tech,392,Contra-Gobierno,-0.03,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
maldita,319,Pro-Gobierno,0.09,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
elpais_internacional,287,Contra-Gobierno,-0.05,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
newtral,273,Contra-Gobierno,-0.09,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
efe,266,Contra-Gobierno,-0.03,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
el_confidencial_economia,134,Contra-Gobierno,-0.01,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
elpais_espana,130,Contra-Gobierno,-0.24,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
efe_espana,24,Neutral,0.0,2026-04-24 18:07:32+00:00,2026-04-24 18:07:32
20minutos,9607,Contra-Gobierno,-0.08,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
google_news_es,9522,Contra-Gobierno,-0.09,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
okdiario,9075,Contra-Gobierno,-0.07,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
levante_emv,8447,Contra-Gobierno,-0.11,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
google_news_internacional,8443,Pro-Gobierno,0.03,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
heraldo_aragon,7302,Contra-Gobierno,-0.08,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
elcorreo,7293,Contra-Gobierno,-0.08,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
lavanguardia,5682,Contra-Gobierno,-0.09,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
elpais,5254,Contra-Gobierno,-0.09,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
sur,3888,Contra-Gobierno,-0.1,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
google_news_economia,3542,Pro-Gobierno,0.06,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
eldiario,3267,Contra-Gobierno,-0.14,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
huffington_es,2997,Contra-Gobierno,-0.08,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
elespanol,2254,Pro-Gobierno,0.12,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
expansion,2121,Pro-Gobierno,0.04,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
elmundo,2118,Contra-Gobierno,-0.11,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
google_news_politica,1711,Pro-Gobierno,0.25,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
france24_es,1595,Contra-Gobierno,-0.05,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
europapress,1124,Contra-Gobierno,-0.15,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
infolibre,893,Contra-Gobierno,-0.18,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
elconfidencial,705,Contra-Gobierno,-0.11,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
elmundo_espana,517,Contra-Gobierno,-0.26,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
bbc_mundo,510,Contra-Gobierno,-0.04,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
elmundo_internacional,424,Contra-Gobierno,-0.04,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
el_confidencial_tech,393,Contra-Gobierno,-0.03,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
maldita,319,Pro-Gobierno,0.09,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
elpais_internacional,287,Contra-Gobierno,-0.05,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
newtral,273,Contra-Gobierno,-0.09,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
efe,266,Contra-Gobierno,-0.03,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
el_confidencial_economia,134,Contra-Gobierno,-0.01,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
elpais_espana,130,Contra-Gobierno,-0.24,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
efe_espana,24,Neutral,0.0,2026-04-24 18:37:43+00:00,2026-04-24 18:37:43
20minutos,9612,Contra-Gobierno,-0.08,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
google_news_es,9532,Contra-Gobierno,-0.09,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
okdiario,9076,Contra-Gobierno,-0.07,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
levante_emv,8453,Contra-Gobierno,-0.11,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
google_news_internacional,8449,Pro-Gobierno,0.03,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
heraldo_aragon,7306,Contra-Gobierno,-0.08,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
elcorreo,7302,Contra-Gobierno,-0.08,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
lavanguardia,5682,Contra-Gobierno,-0.09,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
elpais,5254,Contra-Gobierno,-0.09,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
sur,3888,Contra-Gobierno,-0.1,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
google_news_economia,3544,Pro-Gobierno,0.06,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
eldiario,3267,Contra-Gobierno,-0.14,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
huffington_es,2999,Contra-Gobierno,-0.08,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
elespanol,2257,Pro-Gobierno,0.12,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
expansion,2122,Pro-Gobierno,0.04,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
elmundo,2119,Contra-Gobierno,-0.11,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
google_news_politica,1716,Pro-Gobierno,0.25,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
france24_es,1595,Contra-Gobierno,-0.05,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
europapress,1125,Contra-Gobierno,-0.15,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
infolibre,893,Contra-Gobierno,-0.18,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
elconfidencial,705,Contra-Gobierno,-0.11,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
elmundo_espana,517,Contra-Gobierno,-0.26,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
bbc_mundo,510,Contra-Gobierno,-0.04,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
elmundo_internacional,424,Contra-Gobierno,-0.04,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
el_confidencial_tech,393,Contra-Gobierno,-0.03,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
maldita,319,Pro-Gobierno,0.09,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
elpais_internacional,289,Contra-Gobierno,-0.05,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
newtral,273,Contra-Gobierno,-0.09,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
efe,266,Contra-Gobierno,-0.03,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
el_confidencial_economia,134,Contra-Gobierno,-0.01,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
elpais_espana,130,Contra-Gobierno,-0.24,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
efe_espana,24,Neutral,0.0,2026-04-24 19:08:10+00:00,2026-04-24 19:08:10
20minutos,9615,Contra-Gobierno,-0.08,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
google_news_es,9538,Contra-Gobierno,-0.09,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
okdiario,9079,Contra-Gobierno,-0.07,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
levante_emv,8456,Contra-Gobierno,-0.11,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
google_news_internacional,8455,Pro-Gobierno,0.03,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
heraldo_aragon,7310,Contra-Gobierno,-0.08,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
elcorreo,7307,Contra-Gobierno,-0.08,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
lavanguardia,5705,Contra-Gobierno,-0.09,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
elpais,5259,Contra-Gobierno,-0.09,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
sur,3895,Contra-Gobierno,-0.1,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
google_news_economia,3546,Pro-Gobierno,0.06,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
eldiario,3267,Contra-Gobierno,-0.14,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
huffington_es,3002,Contra-Gobierno,-0.08,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
elespanol,2259,Pro-Gobierno,0.12,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
expansion,2123,Pro-Gobierno,0.04,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
elmundo,2120,Contra-Gobierno,-0.11,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
google_news_politica,1717,Pro-Gobierno,0.25,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
france24_es,1597,Contra-Gobierno,-0.05,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
europapress,1125,Contra-Gobierno,-0.15,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
infolibre,893,Contra-Gobierno,-0.18,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
elconfidencial,705,Contra-Gobierno,-0.11,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
elmundo_espana,517,Contra-Gobierno,-0.26,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
bbc_mundo,511,Contra-Gobierno,-0.04,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
elmundo_internacional,424,Contra-Gobierno,-0.04,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
el_confidencial_tech,393,Contra-Gobierno,-0.03,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
maldita,319,Pro-Gobierno,0.09,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
elpais_internacional,289,Contra-Gobierno,-0.05,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
newtral,273,Contra-Gobierno,-0.09,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
efe,266,Contra-Gobierno,-0.03,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
el_confidencial_economia,135,Contra-Gobierno,-0.01,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
elpais_espana,130,Contra-Gobierno,-0.24,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
efe_espana,24,Neutral,0.0,2026-04-24 19:37:27+00:00,2026-04-24 19:37:27
20minutos,9621,Contra-Gobierno,-0.08,2026-04-24 20:07:37+00:00,2026-04-24 20:07:37
google_news_es,9546,Contra-Gobierno,-0.09,2026-04-24 20:07:37+00:00,2026-04-24 20:07:37
okdiario,9082,Contra-Gobierno,-0.07,2026-04-24 20:07:37+00:00,2026-04-24 20:07:37
levante_emv,8463,Contra-Gobierno,-0.11,2026-04-24 20:07:37+00:00,2026-04-24 20:07:37
google_news_internacional,8456,Pro-Gobierno,0.03,2026-04-24 20:07:37+00:00,2026-04-24 20:07:37
heraldo_aragon,7310,Contra-Gobierno,-0.08,2026-04-24 20:07:37+00:00,2026-04-24 20:07:37
elcorreo,7310,Contra-Gobierno,-0.08,2026-04-24 20:07:37+00:00,2026-04-24 20:07:37
lavanguardia,5705,Contra-Gobierno,-0.09,2026-04-24 20:07:37+00:00,2026-04-24 20:07:37
elpais,5263,Contra-Gobierno,-0.09,2026-04-24 20:07:37+00:00,2026-04-24 20:07:37
sur,3896,Contra-Gobierno,-0.1,2026-04-24 20:07:37+00:00,2026-04-24 20:07:37
