source,count,alignment,alignment_score,last_update,cycle
heraldo_aragon,8414,Contra-Gobierno,-0.07,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
elcorreo,7513,Contra-Gobierno,-0.08,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
lavanguardia,6868,Contra-Gobierno,-0.08,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
google_news_internacional,6608,Contra-Gobierno,-0.02,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
elpais,5554,Contra-Gobierno,-0.09,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
eldiario,3428,Contra-Gobierno,-0.13,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
sur,3081,Contra-Gobierno,-0.09,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
huffington_es,3068,Pro-Gobierno,0.07,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
google_news_economia,2795,Pro-Gobierno,0.05,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
elespanol,2300,Contra-Gobierno,-0.12,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
elmundo,2188,Contra-Gobierno,-0.1,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
expansion,2183,Pro-Gobierno,0.05,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
google_news_politica,1870,Pro-Gobierno,0.24,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
france24_es,1720,Contra-Gobierno,-0.03,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
europapress,1164,Contra-Gobierno,-0.15,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
infolibre,1078,Contra-Gobierno,-0.15,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
elconfidencial,669,Contra-Gobierno,-0.12,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
bbc_mundo,536,Contra-Gobierno,-0.02,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
elmundo_internacional,437,Contra-Gobierno,-0.04,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
maldita,371,Pro-Gobierno,0.07,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
el_confidencial_tech,315,Contra-Gobierno,-0.01,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
newtral,289,Contra-Gobierno,-0.08,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
efe,207,Contra-Gobierno,-0.05,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
el_confidencial_economia,107,Contra-Gobierno,-0.01,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
efe_espana,13,Neutral,0.0,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
20minutos,10078,Contra-Gobierno,-0.08,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
google_news_es,9898,Contra-Gobierno,-0.07,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
okdiario,9236,Contra-Gobierno,-0.07,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
levante_emv,8938,Contra-Gobierno,-0.1,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
heraldo_aragon,8415,Contra-Gobierno,-0.07,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
elcorreo,7515,Contra-Gobierno,-0.08,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
lavanguardia,6967,Contra-Gobierno,-0.08,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
google_news_internacional,6614,Contra-Gobierno,-0.02,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
elpais,5555,Contra-Gobierno,-0.09,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
eldiario,3433,Contra-Gobierno,-0.13,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
sur,3081,Contra-Gobierno,-0.09,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
huffington_es,3071,Pro-Gobierno,0.07,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
google_news_economia,2795,Pro-Gobierno,0.05,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
elespanol,2302,Contra-Gobierno,-0.12,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
elmundo,2189,Contra-Gobierno,-0.1,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
expansion,2183,Pro-Gobierno,0.05,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
google_news_politica,1871,Pro-Gobierno,0.24,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
france24_es,1720,Contra-Gobierno,-0.03,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
europapress,1165,Contra-Gobierno,-0.15,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
infolibre,1079,Contra-Gobierno,-0.15,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
elconfidencial,669,Contra-Gobierno,-0.12,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
bbc_mundo,538,Contra-Gobierno,-0.02,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
elmundo_internacional,437,Contra-Gobierno,-0.04,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
maldita,371,Pro-Gobierno,0.07,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
el_confidencial_tech,315,Contra-Gobierno,-0.01,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
newtral,289,Contra-Gobierno,-0.08,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
efe,207,Contra-Gobierno,-0.05,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
el_confidencial_economia,107,Contra-Gobierno,-0.01,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
efe_espana,13,Neutral,0.0,2026-04-11 13:37:21+00:00,2026-04-11 13:37:21
20minutos,10082,Contra-Gobierno,-0.08,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
google_news_es,9901,Contra-Gobierno,-0.07,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
okdiario,9243,Contra-Gobierno,-0.07,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
levante_emv,8945,Contra-Gobierno,-0.1,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
heraldo_aragon,8420,Contra-Gobierno,-0.07,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
elcorreo,7515,Contra-Gobierno,-0.08,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
lavanguardia,6967,Contra-Gobierno,-0.08,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
google_news_internacional,6618,Contra-Gobierno,-0.02,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
elpais,5559,Contra-Gobierno,-0.09,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
eldiario,3436,Contra-Gobierno,-0.13,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
sur,3083,Contra-Gobierno,-0.09,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
huffington_es,3073,Pro-Gobierno,0.07,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
google_news_economia,2795,Pro-Gobierno,0.05,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
elespanol,2303,Contra-Gobierno,-0.12,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
elmundo,2189,Contra-Gobierno,-0.1,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
expansion,2183,Pro-Gobierno,0.05,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
google_news_politica,1872,Pro-Gobierno,0.24,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
france24_es,1720,Contra-Gobierno,-0.03,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
europapress,1166,Contra-Gobierno,-0.15,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
infolibre,1080,Contra-Gobierno,-0.15,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
elconfidencial,670,Contra-Gobierno,-0.12,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
bbc_mundo,538,Contra-Gobierno,-0.02,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
elmundo_internacional,437,Contra-Gobierno,-0.04,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
maldita,371,Pro-Gobierno,0.07,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
el_confidencial_tech,315,Contra-Gobierno,-0.01,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
newtral,289,Contra-Gobierno,-0.08,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
efe,207,Contra-Gobierno,-0.05,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
el_confidencial_economia,107,Contra-Gobierno,-0.01,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
efe_espana,13,Neutral,0.0,2026-04-11 14:07:20+00:00,2026-04-11 14:07:20
20minutos,10085,Contra-Gobierno,-0.08,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
google_news_es,9906,Contra-Gobierno,-0.07,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
okdiario,9248,Contra-Gobierno,-0.07,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
levante_emv,8951,Contra-Gobierno,-0.1,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
heraldo_aragon,8423,Contra-Gobierno,-0.07,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
elcorreo,7517,Contra-Gobierno,-0.08,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
lavanguardia,6967,Contra-Gobierno,-0.08,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
google_news_internacional,6622,Contra-Gobierno,-0.02,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
elpais,5560,Contra-Gobierno,-0.09,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
eldiario,3437,Contra-Gobierno,-0.13,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
sur,3083,Contra-Gobierno,-0.09,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
huffington_es,3078,Pro-Gobierno,0.07,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
google_news_economia,2795,Pro-Gobierno,0.05,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
elespanol,2303,Contra-Gobierno,-0.12,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
elmundo,2189,Contra-Gobierno,-0.1,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
expansion,2183,Pro-Gobierno,0.05,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
google_news_politica,1873,Pro-Gobierno,0.24,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
france24_es,1722,Contra-Gobierno,-0.03,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
europapress,1166,Contra-Gobierno,-0.15,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
infolibre,1080,Contra-Gobierno,-0.15,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
elconfidencial,670,Contra-Gobierno,-0.12,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
bbc_mundo,538,Contra-Gobierno,-0.02,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
elmundo_internacional,437,Contra-Gobierno,-0.04,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
maldita,371,Pro-Gobierno,0.07,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
el_confidencial_tech,315,Contra-Gobierno,-0.01,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
newtral,289,Contra-Gobierno,-0.08,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
efe,207,Contra-Gobierno,-0.05,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
el_confidencial_economia,107,Contra-Gobierno,-0.01,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
efe_espana,13,Neutral,0.0,2026-04-11 14:37:11+00:00,2026-04-11 14:37:11
20minutos,10087,Contra-Gobierno,-0.08,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
google_news_es,9914,Contra-Gobierno,-0.07,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
okdiario,9255,Contra-Gobierno,-0.07,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
levante_emv,8954,Contra-Gobierno,-0.1,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
heraldo_aragon,8423,Contra-Gobierno,-0.07,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
elcorreo,7521,Contra-Gobierno,-0.08,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
lavanguardia,6967,Contra-Gobierno,-0.08,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
google_news_internacional,6628,Contra-Gobierno,-0.02,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
elpais,5560,Contra-Gobierno,-0.09,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
eldiario,3438,Contra-Gobierno,-0.13,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
sur,3083,Contra-Gobierno,-0.09,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
huffington_es,3079,Pro-Gobierno,0.07,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
google_news_economia,2796,Pro-Gobierno,0.05,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
elespanol,2304,Contra-Gobierno,-0.12,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
elmundo,2190,Contra-Gobierno,-0.1,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
expansion,2183,Pro-Gobierno,0.05,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
google_news_politica,1873,Pro-Gobierno,0.24,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
france24_es,1723,Contra-Gobierno,-0.03,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
europapress,1166,Contra-Gobierno,-0.15,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
infolibre,1081,Contra-Gobierno,-0.15,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
elconfidencial,670,Contra-Gobierno,-0.12,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
bbc_mundo,538,Contra-Gobierno,-0.02,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
elmundo_internacional,437,Contra-Gobierno,-0.04,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
maldita,371,Pro-Gobierno,0.07,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
el_confidencial_tech,315,Contra-Gobierno,-0.01,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
newtral,289,Contra-Gobierno,-0.08,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
efe,207,Contra-Gobierno,-0.05,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
el_confidencial_economia,107,Contra-Gobierno,-0.01,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
efe_espana,13,Neutral,0.0,2026-04-11 15:07:15+00:00,2026-04-11 15:07:15
20minutos,10092,Contra-Gobierno,-0.08,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
google_news_es,9919,Contra-Gobierno,-0.07,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
okdiario,9264,Contra-Gobierno,-0.07,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
levante_emv,8958,Contra-Gobierno,-0.1,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
heraldo_aragon,8428,Contra-Gobierno,-0.07,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
elcorreo,7523,Contra-Gobierno,-0.08,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
lavanguardia,6967,Contra-Gobierno,-0.08,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
google_news_internacional,6631,Contra-Gobierno,-0.02,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
elpais,5564,Contra-Gobierno,-0.09,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
eldiario,3438,Contra-Gobierno,-0.13,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
sur,3083,Contra-Gobierno,-0.09,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
huffington_es,3082,Pro-Gobierno,0.07,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
google_news_economia,2798,Pro-Gobierno,0.05,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
elespanol,2305,Contra-Gobierno,-0.12,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
elmundo,2191,Contra-Gobierno,-0.1,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
expansion,2183,Pro-Gobierno,0.05,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
google_news_politica,1874,Pro-Gobierno,0.24,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
france24_es,1725,Contra-Gobierno,-0.03,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
europapress,1166,Contra-Gobierno,-0.15,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
infolibre,1081,Contra-Gobierno,-0.15,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
elconfidencial,670,Contra-Gobierno,-0.12,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
bbc_mundo,538,Contra-Gobierno,-0.02,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
elmundo_internacional,437,Contra-Gobierno,-0.04,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
maldita,371,Pro-Gobierno,0.07,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
el_confidencial_tech,315,Contra-Gobierno,-0.01,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
newtral,289,Contra-Gobierno,-0.08,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
efe,207,Contra-Gobierno,-0.05,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
el_confidencial_economia,107,Contra-Gobierno,-0.01,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
efe_espana,13,Neutral,0.0,2026-04-11 15:37:34+00:00,2026-04-11 15:37:34
20minutos,10099,Contra-Gobierno,-0.08,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
google_news_es,9926,Contra-Gobierno,-0.07,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
okdiario,9266,Contra-Gobierno,-0.07,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
levante_emv,8961,Contra-Gobierno,-0.1,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
heraldo_aragon,8434,Contra-Gobierno,-0.07,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
elcorreo,7530,Contra-Gobierno,-0.08,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
lavanguardia,6967,Contra-Gobierno,-0.08,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
google_news_internacional,6636,Contra-Gobierno,-0.02,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
elpais,5567,Contra-Gobierno,-0.09,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
eldiario,3439,Contra-Gobierno,-0.13,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
huffington_es,3087,Pro-Gobierno,0.07,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
sur,3084,Contra-Gobierno,-0.09,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
google_news_economia,2799,Pro-Gobierno,0.05,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
elespanol,2306,Contra-Gobierno,-0.12,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
elmundo,2193,Contra-Gobierno,-0.1,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
expansion,2183,Pro-Gobierno,0.05,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
google_news_politica,1880,Pro-Gobierno,0.24,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
france24_es,1725,Contra-Gobierno,-0.03,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
europapress,1167,Contra-Gobierno,-0.15,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
infolibre,1082,Contra-Gobierno,-0.15,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
elconfidencial,670,Contra-Gobierno,-0.12,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
bbc_mundo,538,Contra-Gobierno,-0.02,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
elmundo_internacional,437,Contra-Gobierno,-0.04,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
maldita,371,Pro-Gobierno,0.07,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
el_confidencial_tech,315,Contra-Gobierno,-0.01,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
newtral,289,Contra-Gobierno,-0.08,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
efe,207,Contra-Gobierno,-0.05,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
el_confidencial_economia,108,Contra-Gobierno,-0.01,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
efe_espana,13,Neutral,0.0,2026-04-11 16:07:14+00:00,2026-04-11 16:07:14
20minutos,10106,Contra-Gobierno,-0.08,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
google_news_es,9928,Contra-Gobierno,-0.07,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
okdiario,9277,Contra-Gobierno,-0.07,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
levante_emv,8974,Contra-Gobierno,-0.1,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
heraldo_aragon,8436,Contra-Gobierno,-0.07,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
elcorreo,7544,Contra-Gobierno,-0.07,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
lavanguardia,6967,Contra-Gobierno,-0.08,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
google_news_internacional,6645,Contra-Gobierno,-0.02,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
elpais,5570,Contra-Gobierno,-0.09,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
eldiario,3440,Contra-Gobierno,-0.13,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
huffington_es,3089,Pro-Gobierno,0.07,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
sur,3086,Contra-Gobierno,-0.09,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
google_news_economia,2799,Pro-Gobierno,0.05,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
elespanol,2309,Contra-Gobierno,-0.12,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
elmundo,2196,Contra-Gobierno,-0.1,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
expansion,2183,Pro-Gobierno,0.05,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
google_news_politica,1882,Pro-Gobierno,0.24,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
france24_es,1728,Contra-Gobierno,-0.03,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
europapress,1169,Contra-Gobierno,-0.15,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
infolibre,1082,Contra-Gobierno,-0.15,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
elconfidencial,670,Contra-Gobierno,-0.12,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
bbc_mundo,538,Contra-Gobierno,-0.02,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
elmundo_internacional,437,Contra-Gobierno,-0.04,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
maldita,371,Pro-Gobierno,0.07,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
el_confidencial_tech,315,Contra-Gobierno,-0.01,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
newtral,289,Contra-Gobierno,-0.08,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
efe,207,Contra-Gobierno,-0.05,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
el_confidencial_economia,108,Contra-Gobierno,-0.01,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
efe_espana,13,Neutral,0.0,2026-04-11 16:37:15+00:00,2026-04-11 16:37:15
20minutos,10111,Contra-Gobierno,-0.08,2026-04-11 17:07:17+00:00,2026-04-11 17:07:17
google_news_es,9933,Contra-Gobierno,-0.07,2026-04-11 17:07:17+00:00,2026-04-11 17:07:17
okdiario,9281,Contra-Gobierno,-0.07,2026-04-11 17:07:17+00:00,2026-04-11 17:07:17
levante_emv,8976,Contra-Gobierno,-0.1,2026-04-11 17:07:17+00:00,2026-04-11 17:07:17
heraldo_aragon,8440,Contra-Gobierno,-0.07,2026-04-11 17:07:17+00:00,2026-04-11 17:07:17
elcorreo,7547,Contra-Gobierno,-0.07,2026-04-11 17:07:17+00:00,2026-04-11 17:07:17
lavanguardia,6967,Contra-Gobierno,-0.08,2026-04-11 17:07:17+00:00,2026-04-11 17:07:17
google_news_internacional,6653,Contra-Gobierno,-0.02,2026-04-11 17:07:17+00:00,2026-04-11 17:07:17
elpais,5572,Contra-Gobierno,-0.09,2026-04-11 17:07:17+00:00,2026-04-11 17:07:17
