source,news_count,internal_diversity,originality,original_news,repeated_news,diversity_score,last_update,cycle
europapress,93,0.989,0.129,12,81,47.3,2026-03-14 20:34,2026-03-14 20:34
maldita,22,0.981,0.773,17,5,85.6,2026-03-14 21:04,2026-03-14 21:04
newtral,24,0.972,0.625,15,9,76.4,2026-03-14 21:04,2026-03-14 21:04
el_confidencial_tech,17,0.985,0.588,10,7,74.7,2026-03-14 21:04,2026-03-14 21:04
heraldo_aragon,877,0.981,0.576,505,372,73.8,2026-03-14 21:04,2026-03-14 21:04
google_news_internacional,142,0.941,0.549,78,64,70.6,2026-03-14 21:04,2026-03-14 21:04
el_confidencial_economia,8,0.975,0.5,4,4,69.0,2026-03-14 21:04,2026-03-14 21:04
levante_emv,919,0.993,0.476,437,482,68.3,2026-03-14 21:04,2026-03-14 21:04
elcorreo,755,0.996,0.468,353,402,67.9,2026-03-14 21:04,2026-03-14 21:04
okdiario,866,0.991,0.461,399,467,67.3,2026-03-14 21:04,2026-03-14 21:04
huffington_es,292,0.966,0.469,137,155,66.8,2026-03-14 21:04,2026-03-14 21:04
eldiario,303,0.995,0.426,129,174,65.4,2026-03-14 21:04,2026-03-14 21:04
google_news_economia,85,0.944,0.459,39,46,65.3,2026-03-14 21:04,2026-03-14 21:04
efe,20,0.993,0.4,8,12,63.7,2026-03-14 21:04,2026-03-14 21:04
expansion,205,0.992,0.4,82,123,63.7,2026-03-14 21:04,2026-03-14 21:04
20minutos,848,0.994,0.392,332,516,63.3,2026-03-14 21:04,2026-03-14 21:04
lavanguardia,761,0.994,0.373,284,477,62.1,2026-03-14 21:04,2026-03-14 21:04
elespanol,208,0.991,0.365,76,132,61.5,2026-03-14 21:04,2026-03-14 21:04
elmundo_espana,47,0.991,0.34,16,31,60.0,2026-03-14 21:04,2026-03-14 21:04
elmundo,179,0.994,0.335,60,119,59.9,2026-03-14 21:04,2026-03-14 21:04
google_news_politica,78,0.955,0.359,28,50,59.7,2026-03-14 21:04,2026-03-14 21:04
france24_es,190,0.979,0.342,65,125,59.7,2026-03-14 21:04,2026-03-14 21:04
elpais,533,0.995,0.291,155,378,57.3,2026-03-14 21:04,2026-03-14 21:04
google_news_es,836,0.99,0.279,233,603,56.3,2026-03-14 21:04,2026-03-14 21:04
sur,66,0.973,0.288,19,47,56.2,2026-03-14 21:04,2026-03-14 21:04
elconfidencial,58,0.988,0.241,14,44,54.0,2026-03-14 21:04,2026-03-14 21:04
elpais_internacional,17,0.978,0.235,4,13,53.2,2026-03-14 21:04,2026-03-14 21:04
elmundo_internacional,39,0.983,0.231,9,30,53.2,2026-03-14 21:04,2026-03-14 21:04
infolibre,88,0.995,0.205,18,70,52.1,2026-03-14 21:04,2026-03-14 21:04
bbc_mundo,37,0.963,0.216,8,29,51.5,2026-03-14 21:04,2026-03-14 21:04
europapress,93,0.989,0.129,12,81,47.3,2026-03-14 21:04,2026-03-14 21:04
maldita,22,0.981,0.773,17,5,85.6,2026-03-14 21:34,2026-03-14 21:34
newtral,24,0.972,0.667,16,8,78.9,2026-03-14 21:34,2026-03-14 21:34
el_confidencial_tech,17,0.986,0.588,10,7,74.7,2026-03-14 21:34,2026-03-14 21:34
heraldo_aragon,888,0.981,0.583,518,370,74.2,2026-03-14 21:34,2026-03-14 21:34
el_confidencial_economia,8,0.974,0.5,4,4,69.0,2026-03-14 21:34,2026-03-14 21:34
levante_emv,919,0.993,0.487,448,471,68.9,2026-03-14 21:34,2026-03-14 21:34
google_news_internacional,148,0.94,0.514,76,72,68.4,2026-03-14 21:34,2026-03-14 21:34
elcorreo,762,0.995,0.467,356,406,67.8,2026-03-14 21:34,2026-03-14 21:34
huffington_es,294,0.966,0.476,140,154,67.2,2026-03-14 21:34,2026-03-14 21:34
okdiario,868,0.991,0.457,397,471,67.1,2026-03-14 21:34,2026-03-14 21:34
google_news_economia,85,0.945,0.482,41,44,66.7,2026-03-14 21:34,2026-03-14 21:34
efe,20,0.993,0.45,9,11,66.7,2026-03-14 21:34,2026-03-14 21:34
eldiario,276,0.995,0.413,114,162,64.6,2026-03-14 21:34,2026-03-14 21:34
20minutos,849,0.994,0.4,340,509,63.8,2026-03-14 21:34,2026-03-14 21:34
expansion,204,0.992,0.392,80,124,63.2,2026-03-14 21:34,2026-03-14 21:34
lavanguardia,766,0.994,0.369,283,483,61.9,2026-03-14 21:34,2026-03-14 21:34
elespanol,208,0.991,0.37,77,131,61.8,2026-03-14 21:34,2026-03-14 21:34
google_news_politica,80,0.956,0.388,31,49,61.5,2026-03-14 21:34,2026-03-14 21:34
elmundo,179,0.994,0.341,61,118,60.2,2026-03-14 21:34,2026-03-14 21:34
france24_es,191,0.979,0.346,66,125,59.9,2026-03-14 21:34,2026-03-14 21:34
elmundo_espana,47,0.991,0.319,15,32,58.8,2026-03-14 21:34,2026-03-14 21:34
elpais,534,0.995,0.292,156,378,57.3,2026-03-14 21:34,2026-03-14 21:34
sur,72,0.97,0.306,22,50,57.2,2026-03-14 21:34,2026-03-14 21:34
google_news_es,839,0.99,0.288,242,597,56.9,2026-03-14 21:34,2026-03-14 21:34
elpais_internacional,17,0.978,0.294,5,12,56.8,2026-03-14 21:34,2026-03-14 21:34
elconfidencial,58,0.988,0.276,16,42,56.1,2026-03-14 21:34,2026-03-14 21:34
elmundo_internacional,39,0.983,0.205,8,31,51.6,2026-03-14 21:34,2026-03-14 21:34
infolibre,88,0.995,0.182,16,72,50.7,2026-03-14 21:34,2026-03-14 21:34
europapress,93,0.989,0.172,16,77,49.9,2026-03-14 21:34,2026-03-14 21:34
bbc_mundo,38,0.965,0.158,6,32,48.1,2026-03-14 21:34,2026-03-14 21:34
maldita,22,0.981,0.773,17,5,85.6,2026-03-14 22:04,2026-03-14 22:04
el_confidencial_tech,17,0.985,0.588,10,7,74.7,2026-03-14 22:04,2026-03-14 22:04
heraldo_aragon,891,0.981,0.58,517,374,74.0,2026-03-14 22:04,2026-03-14 22:04
newtral,24,0.972,0.583,14,10,73.9,2026-03-14 22:04,2026-03-14 22:04
el_confidencial_economia,8,0.975,0.5,4,4,69.0,2026-03-14 22:04,2026-03-14 22:04
google_news_internacional,151,0.94,0.523,79,72,69.0,2026-03-14 22:04,2026-03-14 22:04
levante_emv,920,0.993,0.486,447,473,68.9,2026-03-14 22:04,2026-03-14 22:04
elcorreo,758,0.995,0.463,351,407,67.6,2026-03-14 22:04,2026-03-14 22:04
okdiario,868,0.991,0.465,404,464,67.5,2026-03-14 22:04,2026-03-14 22:04
huffington_es,292,0.965,0.476,139,153,67.2,2026-03-14 22:04,2026-03-14 22:04
google_news_economia,88,0.946,0.455,40,48,65.1,2026-03-14 22:04,2026-03-14 22:04
eldiario,276,0.995,0.406,112,164,64.2,2026-03-14 22:04,2026-03-14 22:04
efe,20,0.993,0.4,8,12,63.7,2026-03-14 22:04,2026-03-14 22:04
expansion,203,0.992,0.394,80,123,63.3,2026-03-14 22:04,2026-03-14 22:04
20minutos,854,0.994,0.393,336,518,63.3,2026-03-14 22:04,2026-03-14 22:04
lavanguardia,767,0.994,0.377,289,478,62.4,2026-03-14 22:04,2026-03-14 22:04
elespanol,207,0.991,0.357,74,133,61.1,2026-03-14 22:04,2026-03-14 22:04
elmundo_espana,43,0.991,0.349,15,28,60.6,2026-03-14 22:04,2026-03-14 22:04
france24_es,190,0.979,0.347,66,124,60.0,2026-03-14 22:04,2026-03-14 22:04
google_news_politica,81,0.956,0.358,29,52,59.7,2026-03-14 22:04,2026-03-14 22:04
elmundo,175,0.995,0.314,55,120,58.6,2026-03-14 22:04,2026-03-14 22:04
elpais,535,0.995,0.297,159,376,57.6,2026-03-14 22:04,2026-03-14 22:04
sur,75,0.97,0.307,23,52,57.2,2026-03-14 22:04,2026-03-14 22:04
elpais_internacional,17,0.979,0.294,5,12,56.8,2026-03-14 22:04,2026-03-14 22:04
google_news_es,841,0.99,0.282,237,604,56.5,2026-03-14 22:04,2026-03-14 22:04
elmundo_internacional,36,0.982,0.25,9,27,54.3,2026-03-14 22:04,2026-03-14 22:04
elconfidencial,58,0.988,0.224,13,45,53.0,2026-03-14 22:04,2026-03-14 22:04
infolibre,88,0.995,0.182,16,72,50.7,2026-03-14 22:04,2026-03-14 22:04
bbc_mundo,36,0.966,0.194,7,29,50.3,2026-03-14 22:04,2026-03-14 22:04
europapress,93,0.989,0.14,13,80,48.0,2026-03-14 22:04,2026-03-14 22:04
maldita,23,0.982,0.739,17,6,83.6,2026-03-14 22:34,2026-03-14 22:34
el_confidencial_tech,17,0.985,0.588,10,7,74.7,2026-03-14 22:34,2026-03-14 22:34
heraldo_aragon,896,0.981,0.579,519,377,74.0,2026-03-14 22:34,2026-03-14 22:34
newtral,24,0.972,0.583,14,10,73.9,2026-03-14 22:34,2026-03-14 22:34
levante_emv,921,0.993,0.492,453,468,69.2,2026-03-14 22:34,2026-03-14 22:34
el_confidencial_economia,8,0.975,0.5,4,4,69.0,2026-03-14 22:34,2026-03-14 22:34
elcorreo,758,0.995,0.467,354,404,67.8,2026-03-14 22:34,2026-03-14 22:34
okdiario,869,0.991,0.458,398,471,67.1,2026-03-14 22:34,2026-03-14 22:34
huffington_es,291,0.965,0.471,137,154,66.9,2026-03-14 22:34,2026-03-14 22:34
google_news_internacional,156,0.94,0.487,76,80,66.8,2026-03-14 22:34,2026-03-14 22:34
google_news_economia,88,0.946,0.443,39,49,64.4,2026-03-14 22:34,2026-03-14 22:34
efe,20,0.993,0.4,8,12,63.7,2026-03-14 22:34,2026-03-14 22:34
eldiario,275,0.995,0.393,108,167,63.4,2026-03-14 22:34,2026-03-14 22:34
expansion,203,0.992,0.394,80,123,63.3,2026-03-14 22:34,2026-03-14 22:34
20minutos,859,0.994,0.391,336,523,63.2,2026-03-14 22:34,2026-03-14 22:34
elespanol,207,0.991,0.386,80,127,62.8,2026-03-14 22:34,2026-03-14 22:34
lavanguardia,769,0.994,0.367,282,487,61.8,2026-03-14 22:34,2026-03-14 22:34
france24_es,188,0.979,0.367,69,119,61.2,2026-03-14 22:34,2026-03-14 22:34
elmundo_espana,43,0.991,0.349,15,28,60.6,2026-03-14 22:34,2026-03-14 22:34
google_news_politica,81,0.956,0.37,30,51,60.4,2026-03-14 22:34,2026-03-14 22:34
elmundo,171,0.994,0.322,55,116,59.1,2026-03-14 22:34,2026-03-14 22:34
sur,76,0.97,0.316,24,52,57.8,2026-03-14 22:34,2026-03-14 22:34
elpais,533,0.995,0.3,160,373,57.8,2026-03-14 22:34,2026-03-14 22:34
elpais_internacional,17,0.977,0.294,5,12,56.7,2026-03-14 22:34,2026-03-14 22:34
google_news_es,843,0.99,0.273,230,613,56.0,2026-03-14 22:34,2026-03-14 22:34
infolibre,89,0.995,0.225,20,69,53.3,2026-03-14 22:34,2026-03-14 22:34
elconfidencial,58,0.988,0.224,13,45,53.0,2026-03-14 22:34,2026-03-14 22:34
elmundo_internacional,36,0.982,0.222,8,28,52.6,2026-03-14 22:34,2026-03-14 22:34
bbc_mundo,37,0.967,0.189,7,30,50.0,2026-03-14 22:34,2026-03-14 22:34
europapress,93,0.989,0.129,12,81,47.3,2026-03-14 22:34,2026-03-14 22:34
maldita,23,0.982,0.739,17,6,83.6,2026-03-14 23:04,2026-03-14 23:04
el_confidencial_tech,17,0.986,0.588,10,7,74.7,2026-03-14 23:04,2026-03-14 23:04
heraldo_aragon,899,0.981,0.585,526,373,74.3,2026-03-14 23:04,2026-03-14 23:04
newtral,24,0.972,0.583,14,10,73.9,2026-03-14 23:04,2026-03-14 23:04
el_confidencial_economia,8,0.975,0.5,4,4,69.0,2026-03-14 23:04,2026-03-14 23:04
levante_emv,922,0.993,0.478,441,481,68.4,2026-03-14 23:04,2026-03-14 23:04
elcorreo,744,0.995,0.462,344,400,67.5,2026-03-14 23:04,2026-03-14 23:04
google_news_internacional,159,0.942,0.497,79,80,67.5,2026-03-14 23:04,2026-03-14 23:04
okdiario,878,0.991,0.459,403,475,67.2,2026-03-14 23:04,2026-03-14 23:04
huffington_es,291,0.965,0.46,134,157,66.2,2026-03-14 23:04,2026-03-14 23:04
google_news_economia,88,0.945,0.455,40,48,65.1,2026-03-14 23:04,2026-03-14 23:04
eldiario,278,0.995,0.399,111,167,63.7,2026-03-14 23:04,2026-03-14 23:04
20minutos,860,0.994,0.386,332,528,62.9,2026-03-14 23:04,2026-03-14 23:04
expansion,203,0.992,0.379,77,126,62.4,2026-03-14 23:04,2026-03-14 23:04
elespanol,207,0.991,0.362,75,132,61.4,2026-03-14 23:04,2026-03-14 23:04
lavanguardia,768,0.994,0.357,274,494,61.2,2026-03-14 23:04,2026-03-14 23:04
efe,20,0.993,0.35,7,13,60.7,2026-03-14 23:04,2026-03-14 23:04
france24_es,186,0.979,0.339,63,123,59.5,2026-03-14 23:04,2026-03-14 23:04
elmundo_espana,43,0.991,0.326,14,29,59.2,2026-03-14 23:04,2026-03-14 23:04
google_news_politica,82,0.956,0.341,28,54,58.7,2026-03-14 23:04,2026-03-14 23:04
elmundo,167,0.994,0.305,51,116,58.1,2026-03-14 23:04,2026-03-14 23:04
sur,76,0.971,0.316,24,52,57.8,2026-03-14 23:04,2026-03-14 23:04
elpais,535,0.995,0.292,156,379,57.3,2026-03-14 23:04,2026-03-14 23:04
elpais_internacional,17,0.978,0.294,5,12,56.8,2026-03-14 23:04,2026-03-14 23:04
google_news_es,842,0.99,0.271,228,614,55.9,2026-03-14 23:04,2026-03-14 23:04
infolibre,89,0.995,0.247,22,67,54.6,2026-03-14 23:04,2026-03-14 23:04
elconfidencial,59,0.987,0.237,14,45,53.7,2026-03-14 23:04,2026-03-14 23:04
elmundo_internacional,35,0.982,0.229,8,27,53.0,2026-03-14 23:04,2026-03-14 23:04
bbc_mundo,37,0.968,0.216,8,29,51.7,2026-03-14 23:04,2026-03-14 23:04
europapress,93,0.989,0.14,13,80,48.0,2026-03-14 23:04,2026-03-14 23:04
maldita,23,0.982,0.739,17,6,83.6,2026-03-14 23:34,2026-03-14 23:34
el_confidencial_tech,17,0.985,0.588,10,7,74.7,2026-03-14 23:34,2026-03-14 23:34
heraldo_aragon,899,0.981,0.582,523,376,74.2,2026-03-14 23:34,2026-03-14 23:34
newtral,24,0.971,0.542,13,11,71.4,2026-03-14 23:34,2026-03-14 23:34
levante_emv,924,0.993,0.491,454,470,69.2,2026-03-14 23:34,2026-03-14 23:34
el_confidencial_economia,8,0.975,0.5,4,4,69.0,2026-03-14 23:34,2026-03-14 23:34
google_news_internacional,160,0.942,0.512,82,78,68.4,2026-03-14 23:34,2026-03-14 23:34
okdiario,880,0.991,0.464,408,472,67.5,2026-03-14 23:34,2026-03-14 23:34
elcorreo,734,0.995,0.458,336,398,67.3,2026-03-14 23:34,2026-03-14 23:34
huffington_es,291,0.965,0.464,135,156,66.4,2026-03-14 23:34,2026-03-14 23:34
eldiario,278,0.995,0.421,117,161,65.1,2026-03-14 23:34,2026-03-14 23:34
google_news_economia,93,0.946,0.452,42,51,65.0,2026-03-14 23:34,2026-03-14 23:34
20minutos,862,0.994,0.389,335,527,63.1,2026-03-14 23:34,2026-03-14 23:34
elespanol,208,0.991,0.375,78,130,62.1,2026-03-14 23:34,2026-03-14 23:34
expansion,196,0.993,0.362,71,125,61.4,2026-03-14 23:34,2026-03-14 23:34
lavanguardia,761,0.994,0.355,270,491,61.1,2026-03-14 23:34,2026-03-14 23:34
efe,20,0.993,0.35,7,13,60.7,2026-03-14 23:34,2026-03-14 23:34
france24_es,186,0.978,0.344,64,122,59.8,2026-03-14 23:34,2026-03-14 23:34
google_news_politica,84,0.956,0.357,30,54,59.7,2026-03-14 23:34,2026-03-14 23:34
elmundo_espana,42,0.992,0.333,14,28,59.7,2026-03-14 23:34,2026-03-14 23:34
elmundo,164,0.995,0.323,53,111,59.2,2026-03-14 23:34,2026-03-14 23:34
elpais,537,0.995,0.3,161,376,57.8,2026-03-14 23:34,2026-03-14 23:34
elpais_internacional,17,0.978,0.294,5,12,56.8,2026-03-14 23:34,2026-03-14 23:34
google_news_es,844,0.99,0.27,228,616,55.8,2026-03-14 23:34,2026-03-14 23:34
elconfidencial,59,0.987,0.271,16,43,55.7,2026-03-14 23:34,2026-03-14 23:34
sur,81,0.964,0.272,22,59,54.9,2026-03-14 23:34,2026-03-14 23:34
infolibre,89,0.995,0.236,21,68,54.0,2026-03-14 23:34,2026-03-14 23:34
elmundo_internacional,34,0.983,0.235,8,26,53.4,2026-03-14 23:34,2026-03-14 23:34
bbc_mundo,37,0.967,0.189,7,30,50.0,2026-03-14 23:34,2026-03-14 23:34
europapress,94,0.989,0.138,13,81,47.8,2026-03-14 23:34,2026-03-14 23:34
maldita,23,0.982,0.826,19,4,88.8,2026-03-15 00:04,2026-03-15 00:04
el_confidencial_tech,17,0.986,0.588,10,7,74.7,2026-03-15 00:04,2026-03-15 00:04
heraldo_aragon,901,0.981,0.58,523,378,74.0,2026-03-15 00:04,2026-03-15 00:04
newtral,24,0.973,0.583,14,10,73.9,2026-03-15 00:04,2026-03-15 00:04
levante_emv,924,0.993,0.486,449,475,68.9,2026-03-15 00:04,2026-03-15 00:04
el_confidencial_economia,8,0.973,0.5,4,4,68.9,2026-03-15 00:04,2026-03-15 00:04
google_news_internacional,160,0.942,0.512,82,78,68.4,2026-03-15 00:04,2026-03-15 00:04
okdiario,881,0.991,0.465,410,471,67.5,2026-03-15 00:04,2026-03-15 00:04
elcorreo,732,0.995,0.456,334,398,67.2,2026-03-15 00:04,2026-03-15 00:04
huffington_es,291,0.965,0.464,135,156,66.4,2026-03-15 00:04,2026-03-15 00:04
google_news_economia,94,0.947,0.468,44,50,66.0,2026-03-15 00:04,2026-03-15 00:04
eldiario,278,0.995,0.424,118,160,65.2,2026-03-15 00:04,2026-03-15 00:04
efe,20,0.991,0.4,8,12,63.6,2026-03-15 00:04,2026-03-15 00:04
20minutos,864,0.994,0.389,336,528,63.1,2026-03-15 00:04,2026-03-15 00:04
elmundo_espana,42,0.992,0.381,16,26,62.5,2026-03-15 00:04,2026-03-15 00:04
google_news_politica,85,0.956,0.388,33,52,61.5,2026-03-15 00:04,2026-03-15 00:04
expansion,196,0.993,0.362,71,125,61.4,2026-03-15 00:04,2026-03-15 00:04
lavanguardia,764,0.994,0.36,275,489,61.4,2026-03-15 00:04,2026-03-15 00:04
elespanol,208,0.991,0.356,74,134,61.0,2026-03-15 00:04,2026-03-15 00:04
france24_es,188,0.979,0.346,65,123,59.9,2026-03-15 00:04,2026-03-15 00:04
elmundo,163,0.995,0.325,53,110,59.3,2026-03-15 00:04,2026-03-15 00:04
elpais,536,0.995,0.299,160,376,57.7,2026-03-15 00:04,2026-03-15 00:04
elpais_internacional,17,0.978,0.294,5,12,56.8,2026-03-15 00:04,2026-03-15 00:04
google_news_es,840,0.99,0.273,229,611,56.0,2026-03-15 00:04,2026-03-15 00:04
sur,88,0.964,0.284,25,63,55.6,2026-03-15 00:04,2026-03-15 00:04
infolibre,89,0.995,0.236,21,68,54.0,2026-03-15 00:04,2026-03-15 00:04
elconfidencial,59,0.987,0.237,14,45,53.7,2026-03-15 00:04,2026-03-15 00:04
elmundo_internacional,34,0.983,0.235,8,26,53.4,2026-03-15 00:04,2026-03-15 00:04
bbc_mundo,39,0.968,0.179,7,32,49.5,2026-03-15 00:04,2026-03-15 00:04
europapress,94,0.989,0.149,14,80,48.5,2026-03-15 00:04,2026-03-15 00:04
maldita,23,0.982,0.783,18,5,86.3,2026-03-15 00:34,2026-03-15 00:34
el_confidencial_tech,17,0.986,0.588,10,7,74.7,2026-03-15 00:34,2026-03-15 00:34
newtral,24,0.972,0.583,14,10,73.9,2026-03-15 00:34,2026-03-15 00:34
heraldo_aragon,900,0.98,0.574,517,383,73.6,2026-03-15 00:34,2026-03-15 00:34
el_confidencial_economia,8,0.974,0.5,4,4,69.0,2026-03-15 00:34,2026-03-15 00:34
levante_emv,925,0.993,0.481,445,480,68.6,2026-03-15 00:34,2026-03-15 00:34
google_news_internacional,162,0.943,0.5,81,81,67.7,2026-03-15 00:34,2026-03-15 00:34
okdiario,883,0.991,0.465,411,472,67.5,2026-03-15 00:34,2026-03-15 00:34
elcorreo,770,0.995,0.458,353,417,67.3,2026-03-15 00:34,2026-03-15 00:34
google_news_economia,96,0.946,0.49,47,49,67.2,2026-03-15 00:34,2026-03-15 00:34
huffington_es,290,0.965,0.466,135,155,66.6,2026-03-15 00:34,2026-03-15 00:34
efe,20,0.993,0.4,8,12,63.7,2026-03-15 00:34,2026-03-15 00:34
eldiario,278,0.995,0.399,111,167,63.7,2026-03-15 00:34,2026-03-15 00:34
20minutos,863,0.994,0.381,329,534,62.6,2026-03-15 00:34,2026-03-15 00:34
france24_es,187,0.979,0.374,70,117,61.6,2026-03-15 00:34,2026-03-15 00:34
lavanguardia,765,0.994,0.361,276,489,61.4,2026-03-15 00:34,2026-03-15 00:34
elespanol,207,0.991,0.348,72,135,60.5,2026-03-15 00:34,2026-03-15 00:34
google_news_politica,85,0.956,0.365,31,54,60.1,2026-03-15 00:34,2026-03-15 00:34
expansion,187,0.993,0.337,63,124,59.9,2026-03-15 00:34,2026-03-15 00:34
elmundo_espana,44,0.991,0.318,14,30,58.7,2026-03-15 00:34,2026-03-15 00:34
sur,115,0.976,0.322,37,78,58.4,2026-03-15 00:34,2026-03-15 00:34
elmundo,165,0.994,0.303,50,115,57.9,2026-03-15 00:34,2026-03-15 00:34
elpais,539,0.995,0.295,159,380,57.5,2026-03-15 00:34,2026-03-15 00:34
elpais_internacional,17,0.979,0.294,5,12,56.8,2026-03-15 00:34,2026-03-15 00:34
google_news_es,845,0.99,0.276,233,612,56.2,2026-03-15 00:34,2026-03-15 00:34
elconfidencial,59,0.987,0.22,13,46,52.7,2026-03-15 00:34,2026-03-15 00:34
elmundo_internacional,36,0.984,0.194,7,29,51.0,2026-03-15 00:34,2026-03-15 00:34
infolibre,89,0.995,0.18,16,73,50.6,2026-03-15 00:34,2026-03-15 00:34
europapress,94,0.989,0.16,15,79,49.2,2026-03-15 00:34,2026-03-15 00:34
bbc_mundo,40,0.968,0.175,7,33,49.2,2026-03-15 00:34,2026-03-15 00:34
maldita,23,0.982,0.696,16,7,81.0,2026-03-15 01:04,2026-03-15 01:04
el_confidencial_tech,17,0.986,0.588,10,7,74.7,2026-03-15 01:04,2026-03-15 01:04
heraldo_aragon,900,0.981,0.578,520,380,73.9,2026-03-15 01:04,2026-03-15 01:04
el_confidencial_economia,8,0.975,0.5,4,4,69.0,2026-03-15 01:04,2026-03-15 01:04
levante_emv,925,0.993,0.488,451,474,69.0,2026-03-15 01:04,2026-03-15 01:04
newtral,24,0.972,0.5,12,12,68.9,2026-03-15 01:04,2026-03-15 01:04
google_news_internacional,164,0.942,0.506,83,81,68.0,2026-03-15 01:04,2026-03-15 01:04
huffington_es,290,0.965,0.479,139,151,67.3,2026-03-15 01:04,2026-03-15 01:04
okdiario,882,0.991,0.459,405,477,67.2,2026-03-15 01:04,2026-03-15 01:04
elcorreo,779,0.995,0.448,349,430,66.7,2026-03-15 01:04,2026-03-15 01:04
eldiario,278,0.995,0.421,117,161,65.1,2026-03-15 01:04,2026-03-15 01:04
google_news_economia,98,0.946,0.449,44,54,64.8,2026-03-15 01:04,2026-03-15 01:04
20minutos,863,0.994,0.38,328,535,62.6,2026-03-15 01:04,2026-03-15 01:04
france24_es,186,0.979,0.376,70,116,61.7,2026-03-15 01:04,2026-03-15 01:04
elespanol,207,0.991,0.357,74,133,61.1,2026-03-15 01:04,2026-03-15 01:04
efe,20,0.993,0.35,7,13,60.7,2026-03-15 01:04,2026-03-15 01:04
google_news_politica,86,0.955,0.372,32,54,60.5,2026-03-15 01:04,2026-03-15 01:04
lavanguardia,787,0.994,0.346,272,515,60.5,2026-03-15 01:04,2026-03-15 01:04
expansion,186,0.993,0.344,64,122,60.4,2026-03-15 01:04,2026-03-15 01:04
sur,125,0.978,0.32,40,85,58.3,2026-03-15 01:04,2026-03-15 01:04
elmundo_espana,43,0.992,0.302,13,30,57.8,2026-03-15 01:04,2026-03-15 01:04
elmundo,165,0.994,0.297,49,116,57.6,2026-03-15 01:04,2026-03-15 01:04
elpais,539,0.995,0.291,157,382,57.3,2026-03-15 01:04,2026-03-15 01:04
elpais_internacional,17,0.978,0.294,5,12,56.8,2026-03-15 01:04,2026-03-15 01:04
google_news_es,844,0.99,0.278,235,609,56.3,2026-03-15 01:04,2026-03-15 01:04
elmundo_internacional,36,0.984,0.278,10,26,56.0,2026-03-15 01:04,2026-03-15 01:04
elconfidencial,59,0.987,0.254,15,44,54.7,2026-03-15 01:04,2026-03-15 01:04
infolibre,89,0.995,0.213,19,70,52.6,2026-03-15 01:04,2026-03-15 01:04
bbc_mundo,40,0.969,0.2,8,32,50.8,2026-03-15 01:04,2026-03-15 01:04
europapress,94,0.989,0.138,13,81,47.8,2026-03-15 01:04,2026-03-15 01:04
maldita,23,0.982,0.739,17,6,83.6,2026-03-15 01:34,2026-03-15 01:34
el_confidencial_tech,17,0.986,0.588,10,7,74.7,2026-03-15 01:34,2026-03-15 01:34
heraldo_aragon,900,0.981,0.583,525,375,74.2,2026-03-15 01:34,2026-03-15 01:34
newtral,24,0.972,0.542,13,11,71.4,2026-03-15 01:34,2026-03-15 01:34
el_confidencial_economia,8,0.974,0.5,4,4,69.0,2026-03-15 01:34,2026-03-15 01:34
levante_emv,925,0.993,0.484,448,477,68.8,2026-03-15 01:34,2026-03-15 01:34
google_news_internacional,167,0.943,0.515,86,81,68.6,2026-03-15 01:34,2026-03-15 01:34
okdiario,883,0.991,0.455,402,481,66.9,2026-03-15 01:34,2026-03-15 01:34
elcorreo,790,0.995,0.446,352,438,66.6,2026-03-15 01:34,2026-03-15 01:34
huffington_es,290,0.965,0.462,134,156,66.3,2026-03-15 01:34,2026-03-15 01:34
google_news_economia,98,0.946,0.469,46,52,66.0,2026-03-15 01:34,2026-03-15 01:34
eldiario,278,0.995,0.428,119,159,65.5,2026-03-15 01:34,2026-03-15 01:34
efe,20,0.993,0.4,8,12,63.7,2026-03-15 01:34,2026-03-15 01:34
20minutos,862,0.994,0.371,320,542,62.0,2026-03-15 01:34,2026-03-15 01:34
france24_es,185,0.979,0.368,68,117,61.2,2026-03-15 01:34,2026-03-15 01:34
expansion,182,0.993,0.352,64,118,60.8,2026-03-15 01:34,2026-03-15 01:34
lavanguardia,789,0.994,0.35,276,513,60.8,2026-03-15 01:34,2026-03-15 01:34
elespanol,207,0.991,0.343,71,136,60.2,2026-03-15 01:34,2026-03-15 01:34
google_news_politica,87,0.956,0.356,31,56,59.6,2026-03-15 01:34,2026-03-15 01:34
sur,125,0.978,0.32,40,85,58.3,2026-03-15 01:34,2026-03-15 01:34
elpais_internacional,17,0.978,0.294,5,12,56.8,2026-03-15 01:34,2026-03-15 01:34
elmundo_espana,42,0.991,0.286,12,30,56.8,2026-03-15 01:34,2026-03-15 01:34
elpais,538,0.995,0.284,153,385,56.8,2026-03-15 01:34,2026-03-15 01:34
elmundo,164,0.995,0.274,45,119,56.2,2026-03-15 01:34,2026-03-15 01:34
elmundo_internacional,36,0.984,0.278,10,26,56.0,2026-03-15 01:34,2026-03-15 01:34
google_news_es,844,0.99,0.27,228,616,55.8,2026-03-15 01:34,2026-03-15 01:34
elconfidencial,59,0.987,0.254,15,44,54.7,2026-03-15 01:34,2026-03-15 01:34
infolibre,89,0.995,0.202,18,71,51.9,2026-03-15 01:34,2026-03-15 01:34
bbc_mundo,39,0.968,0.154,6,33,48.0,2026-03-15 01:34,2026-03-15 01:34
europapress,94,0.989,0.117,11,83,46.6,2026-03-15 01:34,2026-03-15 01:34
maldita,23,0.982,0.739,17,6,83.6,2026-03-15 02:04,2026-03-15 02:04
