source,agenda_score,follower_score,times_first,times_follower,topics_total,news_count,role,last_update,cycle
elmundo,42.3,57.7,11,15,26,113,Marcador de agenda,2026-03-08 07:31,2026-03-08 07:31
levante_emv,41.1,58.9,23,33,56,266,Marcador de agenda,2026-03-08 07:31,2026-03-08 07:31
eldiario,36.2,63.8,17,30,47,214,Mixto,2026-03-08 07:31,2026-03-08 07:31
elpais,34.8,65.2,23,43,66,329,Mixto,2026-03-08 07:31,2026-03-08 07:31
heraldo_aragon,32.1,67.9,18,38,56,544,Mixto,2026-03-08 07:31,2026-03-08 07:31
elespanol,32.0,68.0,8,17,25,95,Mixto,2026-03-08 07:31,2026-03-08 07:31
elconfidencial,30.0,70.0,3,7,10,36,Mixto,2026-03-08 07:31,2026-03-08 07:31
20minutos,26.1,73.9,18,51,69,388,Mixto,2026-03-08 07:31,2026-03-08 07:31
infolibre,15.0,85.0,3,17,20,76,Seguidor,2026-03-08 07:31,2026-03-08 07:31
elpais_internacional,0.0,100.0,0,5,5,25,Seguidor,2026-03-08 07:31,2026-03-08 07:31
elmundo_internacional,0.0,100.0,0,3,3,33,Seguidor,2026-03-08 07:31,2026-03-08 07:31
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-08 07:31,2026-03-08 07:31
newtral,75.0,25.0,3,1,4,15,Marcador de agenda,2026-03-08 08:01,2026-03-08 08:01
france24_es,71.4,28.6,10,4,14,98,Marcador de agenda,2026-03-08 08:01,2026-03-08 08:01
bbc_mundo,66.7,33.3,4,2,6,33,Marcador de agenda,2026-03-08 08:01,2026-03-08 08:01
google_news_es,59.4,40.6,63,43,106,383,Marcador de agenda,2026-03-08 08:01,2026-03-08 08:01
europapress,55.6,44.4,5,4,9,26,Marcador de agenda,2026-03-08 08:01,2026-03-08 08:01
huffington_es,52.0,48.0,13,12,25,128,Marcador de agenda,2026-03-08 08:01,2026-03-08 08:01
elcorreo,50.0,50.0,19,19,38,270,Marcador de agenda,2026-03-08 08:01,2026-03-08 08:01
okdiario,46.7,53.3,21,24,45,380,Marcador de agenda,2026-03-08 08:01,2026-03-08 08:01
lavanguardia,45.3,54.7,34,41,75,475,Marcador de agenda,2026-03-08 08:01,2026-03-08 08:01
expansion,45.0,55.0,9,11,20,115,Marcador de agenda,2026-03-08 08:01,2026-03-08 08:01
elmundo,44.4,55.6,12,15,27,114,Marcador de agenda,2026-03-08 08:01,2026-03-08 08:01
google_news_politica,44.4,55.6,8,10,18,74,Marcador de agenda,2026-03-08 08:01,2026-03-08 08:01
elmundo_espana,42.9,57.1,3,4,7,48,Marcador de agenda,2026-03-08 08:01,2026-03-08 08:01
levante_emv,39.6,60.4,21,32,53,266,Mixto,2026-03-08 08:01,2026-03-08 08:01
eldiario,38.8,61.2,19,30,49,215,Mixto,2026-03-08 08:01,2026-03-08 08:01
elpais,33.8,66.2,23,45,68,331,Mixto,2026-03-08 08:01,2026-03-08 08:01
elpais_internacional,33.3,66.7,2,4,6,25,Mixto,2026-03-08 08:01,2026-03-08 08:01
heraldo_aragon,30.4,69.6,17,39,56,546,Mixto,2026-03-08 08:01,2026-03-08 08:01
elconfidencial,30.0,70.0,3,7,10,36,Mixto,2026-03-08 08:01,2026-03-08 08:01
20minutos,29.2,70.8,21,51,72,388,Mixto,2026-03-08 08:01,2026-03-08 08:01
elespanol,24.0,76.0,6,19,25,95,Mixto,2026-03-08 08:01,2026-03-08 08:01
infolibre,13.6,86.4,3,19,22,76,Seguidor,2026-03-08 08:01,2026-03-08 08:01
elmundo_internacional,0.0,100.0,0,3,3,33,Seguidor,2026-03-08 08:01,2026-03-08 08:01
maldita,0.0,100.0,0,1,1,26,Seguidor,2026-03-08 08:01,2026-03-08 08:01
france24_es,69.2,30.8,9,4,13,98,Marcador de agenda,2026-03-08 08:31,2026-03-08 08:31
bbc_mundo,66.7,33.3,4,2,6,33,Marcador de agenda,2026-03-08 08:31,2026-03-08 08:31
newtral,60.0,40.0,3,2,5,15,Marcador de agenda,2026-03-08 08:31,2026-03-08 08:31
huffington_es,58.3,41.7,14,10,24,129,Marcador de agenda,2026-03-08 08:31,2026-03-08 08:31
google_news_es,57.1,42.9,60,45,105,391,Marcador de agenda,2026-03-08 08:31,2026-03-08 08:31
europapress,55.6,44.4,5,4,9,26,Marcador de agenda,2026-03-08 08:31,2026-03-08 08:31
elmundo_espana,50.0,50.0,3,3,6,48,Marcador de agenda,2026-03-08 08:31,2026-03-08 08:31
okdiario,50.0,50.0,25,25,50,392,Marcador de agenda,2026-03-08 08:31,2026-03-08 08:31
lavanguardia,47.6,52.4,39,43,82,484,Marcador de agenda,2026-03-08 08:31,2026-03-08 08:31
elcorreo,47.2,52.8,17,19,36,278,Marcador de agenda,2026-03-08 08:31,2026-03-08 08:31
expansion,42.1,57.9,8,11,19,115,Marcador de agenda,2026-03-08 08:31,2026-03-08 08:31
eldiario,41.3,58.7,19,27,46,217,Marcador de agenda,2026-03-08 08:31,2026-03-08 08:31
levante_emv,39.6,60.4,21,32,53,272,Mixto,2026-03-08 08:31,2026-03-08 08:31
google_news_politica,38.9,61.1,7,11,18,71,Mixto,2026-03-08 08:31,2026-03-08 08:31
elpais,35.3,64.7,24,44,68,332,Mixto,2026-03-08 08:31,2026-03-08 08:31
elmundo,33.3,66.7,9,18,27,114,Mixto,2026-03-08 08:31,2026-03-08 08:31
20minutos,29.2,70.8,21,51,72,400,Mixto,2026-03-08 08:31,2026-03-08 08:31
heraldo_aragon,28.1,71.9,16,41,57,553,Mixto,2026-03-08 08:31,2026-03-08 08:31
elconfidencial,27.3,72.7,3,8,11,37,Mixto,2026-03-08 08:31,2026-03-08 08:31
elespanol,24.0,76.0,6,19,25,95,Mixto,2026-03-08 08:31,2026-03-08 08:31
infolibre,20.8,79.2,5,19,24,76,Mixto,2026-03-08 08:31,2026-03-08 08:31
elpais_internacional,16.7,83.3,1,5,6,25,Seguidor,2026-03-08 08:31,2026-03-08 08:31
maldita,0.0,100.0,0,1,1,26,Seguidor,2026-03-08 08:31,2026-03-08 08:31
elmundo_internacional,0.0,100.0,0,3,3,32,Seguidor,2026-03-08 08:31,2026-03-08 08:31
newtral,75.0,25.0,3,1,4,15,Marcador de agenda,2026-03-08 09:01,2026-03-08 09:01
france24_es,71.4,28.6,10,4,14,98,Marcador de agenda,2026-03-08 09:01,2026-03-08 09:01
bbc_mundo,66.7,33.3,4,2,6,33,Marcador de agenda,2026-03-08 09:01,2026-03-08 09:01
google_news_es,55.7,44.3,59,47,106,396,Marcador de agenda,2026-03-08 09:01,2026-03-08 09:01
europapress,55.6,44.4,5,4,9,27,Marcador de agenda,2026-03-08 09:01,2026-03-08 09:01
huffington_es,54.2,45.8,13,11,24,133,Marcador de agenda,2026-03-08 09:01,2026-03-08 09:01
elmundo_espana,50.0,50.0,3,3,6,48,Marcador de agenda,2026-03-08 09:01,2026-03-08 09:01
okdiario,50.0,50.0,24,24,48,400,Marcador de agenda,2026-03-08 09:01,2026-03-08 09:01
elcorreo,48.6,51.4,18,19,37,279,Marcador de agenda,2026-03-08 09:01,2026-03-08 09:01
lavanguardia,48.2,51.8,40,43,83,484,Marcador de agenda,2026-03-08 09:01,2026-03-08 09:01
eldiario,43.5,56.5,20,26,46,217,Marcador de agenda,2026-03-08 09:01,2026-03-08 09:01
expansion,42.1,57.9,8,11,19,114,Marcador de agenda,2026-03-08 09:01,2026-03-08 09:01
google_news_politica,38.9,61.1,7,11,18,71,Mixto,2026-03-08 09:01,2026-03-08 09:01
levante_emv,38.9,61.1,21,33,54,284,Mixto,2026-03-08 09:01,2026-03-08 09:01
elpais,36.2,63.8,25,44,69,333,Mixto,2026-03-08 09:01,2026-03-08 09:01
elpais_internacional,33.3,66.7,2,4,6,25,Mixto,2026-03-08 09:01,2026-03-08 09:01
elmundo,33.3,66.7,9,18,27,114,Mixto,2026-03-08 09:01,2026-03-08 09:01
20minutos,30.1,69.9,22,51,73,411,Mixto,2026-03-08 09:01,2026-03-08 09:01
heraldo_aragon,27.6,72.4,16,42,58,554,Mixto,2026-03-08 09:01,2026-03-08 09:01
elconfidencial,27.3,72.7,3,8,11,37,Mixto,2026-03-08 09:01,2026-03-08 09:01
elespanol,24.0,76.0,6,19,25,96,Mixto,2026-03-08 09:01,2026-03-08 09:01
infolibre,19.2,80.8,5,21,26,75,Seguidor,2026-03-08 09:01,2026-03-08 09:01
maldita,0.0,100.0,0,1,1,26,Seguidor,2026-03-08 09:01,2026-03-08 09:01
elmundo_internacional,0.0,100.0,0,3,3,32,Seguidor,2026-03-08 09:01,2026-03-08 09:01
newtral,75.0,25.0,3,1,4,15,Marcador de agenda,2026-03-08 09:32,2026-03-08 09:32
france24_es,71.4,28.6,10,4,14,98,Marcador de agenda,2026-03-08 09:32,2026-03-08 09:32
europapress,60.0,40.0,6,4,10,29,Marcador de agenda,2026-03-08 09:32,2026-03-08 09:32
bbc_mundo,57.1,42.9,4,3,7,33,Marcador de agenda,2026-03-08 09:32,2026-03-08 09:32
huffington_es,56.0,44.0,14,11,25,133,Marcador de agenda,2026-03-08 09:32,2026-03-08 09:32
google_news_es,52.7,47.3,58,52,110,400,Marcador de agenda,2026-03-08 09:32,2026-03-08 09:32
elmundo_espana,50.0,50.0,3,3,6,48,Marcador de agenda,2026-03-08 09:32,2026-03-08 09:32
google_news_politica,50.0,50.0,9,9,18,69,Marcador de agenda,2026-03-08 09:32,2026-03-08 09:32
okdiario,50.0,50.0,24,24,48,409,Marcador de agenda,2026-03-08 09:32,2026-03-08 09:32
lavanguardia,49.4,50.6,40,41,81,486,Marcador de agenda,2026-03-08 09:32,2026-03-08 09:32
elcorreo,48.8,51.2,20,21,41,283,Marcador de agenda,2026-03-08 09:32,2026-03-08 09:32
levante_emv,42.9,57.1,24,32,56,288,Marcador de agenda,2026-03-08 09:32,2026-03-08 09:32
expansion,42.1,57.9,8,11,19,114,Marcador de agenda,2026-03-08 09:32,2026-03-08 09:32
eldiario,39.1,60.9,18,28,46,216,Mixto,2026-03-08 09:32,2026-03-08 09:32
elmundo,37.0,63.0,10,17,27,114,Mixto,2026-03-08 09:32,2026-03-08 09:32
elpais,35.2,64.8,25,46,71,334,Mixto,2026-03-08 09:32,2026-03-08 09:32
20minutos,28.8,71.2,21,52,73,421,Mixto,2026-03-08 09:32,2026-03-08 09:32
elpais_internacional,28.6,71.4,2,5,7,27,Mixto,2026-03-08 09:32,2026-03-08 09:32
elconfidencial,27.3,72.7,3,8,11,37,Mixto,2026-03-08 09:32,2026-03-08 09:32
elespanol,26.9,73.1,7,19,26,96,Mixto,2026-03-08 09:32,2026-03-08 09:32
heraldo_aragon,25.9,74.1,15,43,58,561,Mixto,2026-03-08 09:32,2026-03-08 09:32
infolibre,24.0,76.0,6,19,25,75,Mixto,2026-03-08 09:32,2026-03-08 09:32
maldita,0.0,100.0,0,1,1,26,Seguidor,2026-03-08 09:32,2026-03-08 09:32
elmundo_internacional,0.0,100.0,0,3,3,32,Seguidor,2026-03-08 09:32,2026-03-08 09:32
newtral,75.0,25.0,3,1,4,15,Marcador de agenda,2026-03-08 10:01,2026-03-08 10:01
france24_es,69.2,30.8,9,4,13,98,Marcador de agenda,2026-03-08 10:01,2026-03-08 10:01
bbc_mundo,66.7,33.3,4,2,6,33,Marcador de agenda,2026-03-08 10:01,2026-03-08 10:01
europapress,63.6,36.4,7,4,11,29,Marcador de agenda,2026-03-08 10:01,2026-03-08 10:01
huffington_es,60.0,40.0,15,10,25,134,Marcador de agenda,2026-03-08 10:01,2026-03-08 10:01
google_news_es,58.2,41.8,64,46,110,405,Marcador de agenda,2026-03-08 10:01,2026-03-08 10:01
elmundo_espana,50.0,50.0,3,3,6,47,Marcador de agenda,2026-03-08 10:01,2026-03-08 10:01
okdiario,49.0,51.0,24,25,49,412,Marcador de agenda,2026-03-08 10:01,2026-03-08 10:01
lavanguardia,46.4,53.6,39,45,84,488,Marcador de agenda,2026-03-08 10:01,2026-03-08 10:01
elcorreo,44.2,55.8,19,24,43,286,Marcador de agenda,2026-03-08 10:01,2026-03-08 10:01
levante_emv,43.3,56.7,26,34,60,291,Marcador de agenda,2026-03-08 10:01,2026-03-08 10:01
expansion,42.1,57.9,8,11,19,114,Marcador de agenda,2026-03-08 10:01,2026-03-08 10:01
eldiario,39.1,60.9,18,28,46,219,Mixto,2026-03-08 10:01,2026-03-08 10:01
google_news_politica,38.9,61.1,7,11,18,68,Mixto,2026-03-08 10:01,2026-03-08 10:01
elpais,34.3,65.7,24,46,70,334,Mixto,2026-03-08 10:01,2026-03-08 10:01
elmundo,32.1,67.9,9,19,28,114,Mixto,2026-03-08 10:01,2026-03-08 10:01
elespanol,29.6,70.4,8,19,27,96,Mixto,2026-03-08 10:01,2026-03-08 10:01
20minutos,29.3,70.7,22,53,75,430,Mixto,2026-03-08 10:01,2026-03-08 10:01
elpais_internacional,28.6,71.4,2,5,7,28,Mixto,2026-03-08 10:01,2026-03-08 10:01
elconfidencial,27.3,72.7,3,8,11,37,Mixto,2026-03-08 10:01,2026-03-08 10:01
heraldo_aragon,26.2,73.8,16,45,61,565,Mixto,2026-03-08 10:01,2026-03-08 10:01
infolibre,20.0,80.0,5,20,25,75,Mixto,2026-03-08 10:01,2026-03-08 10:01
maldita,0.0,100.0,0,1,1,26,Seguidor,2026-03-08 10:01,2026-03-08 10:01
elmundo_internacional,0.0,100.0,0,3,3,32,Seguidor,2026-03-08 10:01,2026-03-08 10:01
newtral,75.0,25.0,3,1,4,15,Marcador de agenda,2026-03-08 10:31,2026-03-08 10:31
france24_es,69.2,30.8,9,4,13,98,Marcador de agenda,2026-03-08 10:31,2026-03-08 10:31
elmundo_espana,66.7,33.3,4,2,6,47,Marcador de agenda,2026-03-08 10:31,2026-03-08 10:31
europapress,66.7,33.3,8,4,12,34,Marcador de agenda,2026-03-08 10:31,2026-03-08 10:31
google_news_es,59.6,40.4,65,44,109,414,Marcador de agenda,2026-03-08 10:31,2026-03-08 10:31
bbc_mundo,57.1,42.9,4,3,7,33,Marcador de agenda,2026-03-08 10:31,2026-03-08 10:31
huffington_es,53.8,46.2,14,12,26,136,Marcador de agenda,2026-03-08 10:31,2026-03-08 10:31
google_news_politica,50.0,50.0,9,9,18,69,Marcador de agenda,2026-03-08 10:31,2026-03-08 10:31
elcorreo,47.7,52.3,21,23,44,288,Marcador de agenda,2026-03-08 10:31,2026-03-08 10:31
lavanguardia,46.3,53.7,38,44,82,493,Marcador de agenda,2026-03-08 10:31,2026-03-08 10:31
okdiario,45.8,54.2,22,26,48,421,Marcador de agenda,2026-03-08 10:31,2026-03-08 10:31
expansion,42.1,57.9,8,11,19,114,Marcador de agenda,2026-03-08 10:31,2026-03-08 10:31
levante_emv,41.1,58.9,23,33,56,294,Marcador de agenda,2026-03-08 10:31,2026-03-08 10:31
eldiario,38.3,61.7,18,29,47,220,Mixto,2026-03-08 10:31,2026-03-08 10:31
elmundo,35.7,64.3,10,18,28,115,Mixto,2026-03-08 10:31,2026-03-08 10:31
elpais,34.7,65.3,25,47,72,336,Mixto,2026-03-08 10:31,2026-03-08 10:31
elpais_internacional,28.6,71.4,2,5,7,28,Mixto,2026-03-08 10:31,2026-03-08 10:31
20minutos,27.6,72.4,21,55,76,436,Mixto,2026-03-08 10:31,2026-03-08 10:31
elconfidencial,27.3,72.7,3,8,11,37,Mixto,2026-03-08 10:31,2026-03-08 10:31
elespanol,26.9,73.1,7,19,26,97,Mixto,2026-03-08 10:31,2026-03-08 10:31
heraldo_aragon,24.6,75.4,15,46,61,568,Mixto,2026-03-08 10:31,2026-03-08 10:31
infolibre,20.0,80.0,5,20,25,75,Mixto,2026-03-08 10:31,2026-03-08 10:31
maldita,0.0,100.0,0,1,1,26,Seguidor,2026-03-08 10:31,2026-03-08 10:31
elmundo_internacional,0.0,100.0,0,3,3,32,Seguidor,2026-03-08 10:31,2026-03-08 10:31
newtral,75.0,25.0,3,1,4,15,Marcador de agenda,2026-03-08 11:01,2026-03-08 11:01
france24_es,69.2,30.8,9,4,13,98,Marcador de agenda,2026-03-08 11:01,2026-03-08 11:01
elmundo_espana,66.7,33.3,4,2,6,45,Marcador de agenda,2026-03-08 11:01,2026-03-08 11:01
bbc_mundo,66.7,33.3,4,2,6,31,Marcador de agenda,2026-03-08 11:01,2026-03-08 11:01
huffington_es,64.0,36.0,16,9,25,138,Marcador de agenda,2026-03-08 11:01,2026-03-08 11:01
europapress,61.5,38.5,8,5,13,36,Marcador de agenda,2026-03-08 11:01,2026-03-08 11:01
google_news_es,56.4,43.6,62,48,110,426,Marcador de agenda,2026-03-08 11:01,2026-03-08 11:01
elcorreo,46.5,53.5,20,23,43,289,Marcador de agenda,2026-03-08 11:01,2026-03-08 11:01
okdiario,45.8,54.2,22,26,48,424,Marcador de agenda,2026-03-08 11:01,2026-03-08 11:01
lavanguardia,45.5,54.5,40,48,88,495,Marcador de agenda,2026-03-08 11:01,2026-03-08 11:01
expansion,42.1,57.9,8,11,19,113,Marcador de agenda,2026-03-08 11:01,2026-03-08 11:01
levante_emv,41.9,58.1,26,36,62,298,Marcador de agenda,2026-03-08 11:01,2026-03-08 11:01
eldiario,38.3,61.7,18,29,47,220,Mixto,2026-03-08 11:01,2026-03-08 11:01
elespanol,37.0,63.0,10,17,27,101,Mixto,2026-03-08 11:01,2026-03-08 11:01
google_news_politica,36.8,63.2,7,12,19,68,Mixto,2026-03-08 11:01,2026-03-08 11:01
elmundo,35.7,64.3,10,18,28,117,Mixto,2026-03-08 11:01,2026-03-08 11:01
elpais,35.6,64.4,26,47,73,337,Mixto,2026-03-08 11:01,2026-03-08 11:01
20minutos,32.9,67.1,26,53,79,451,Mixto,2026-03-08 11:01,2026-03-08 11:01
elconfidencial,27.3,72.7,3,8,11,37,Mixto,2026-03-08 11:01,2026-03-08 11:01
elpais_internacional,25.0,75.0,2,6,8,28,Mixto,2026-03-08 11:01,2026-03-08 11:01
heraldo_aragon,23.1,76.9,15,50,65,570,Mixto,2026-03-08 11:01,2026-03-08 11:01
infolibre,20.0,80.0,5,20,25,75,Mixto,2026-03-08 11:01,2026-03-08 11:01
maldita,0.0,100.0,0,1,1,26,Seguidor,2026-03-08 11:01,2026-03-08 11:01
elmundo_internacional,0.0,100.0,0,3,3,32,Seguidor,2026-03-08 11:01,2026-03-08 11:01
newtral,75.0,25.0,3,1,4,15,Marcador de agenda,2026-03-08 11:31,2026-03-08 11:31
france24_es,71.4,28.6,10,4,14,98,Marcador de agenda,2026-03-08 11:31,2026-03-08 11:31
bbc_mundo,66.7,33.3,4,2,6,31,Marcador de agenda,2026-03-08 11:31,2026-03-08 11:31
europapress,61.5,38.5,8,5,13,36,Marcador de agenda,2026-03-08 11:31,2026-03-08 11:31
huffington_es,60.0,40.0,15,10,25,140,Marcador de agenda,2026-03-08 11:31,2026-03-08 11:31
google_news_es,55.3,44.7,63,51,114,434,Marcador de agenda,2026-03-08 11:31,2026-03-08 11:31
elmundo_espana,50.0,50.0,3,3,6,44,Marcador de agenda,2026-03-08 11:31,2026-03-08 11:31
lavanguardia,47.1,52.9,41,46,87,499,Marcador de agenda,2026-03-08 11:31,2026-03-08 11:31
elcorreo,46.7,53.3,21,24,45,292,Marcador de agenda,2026-03-08 11:31,2026-03-08 11:31
okdiario,44.2,55.8,23,29,52,430,Marcador de agenda,2026-03-08 11:31,2026-03-08 11:31
expansion,42.1,57.9,8,11,19,114,Marcador de agenda,2026-03-08 11:31,2026-03-08 11:31
google_news_politica,42.1,57.9,8,11,19,68,Marcador de agenda,2026-03-08 11:31,2026-03-08 11:31
eldiario,41.7,58.3,20,28,48,220,Marcador de agenda,2026-03-08 11:31,2026-03-08 11:31
levante_emv,41.3,58.7,26,37,63,303,Marcador de agenda,2026-03-08 11:31,2026-03-08 11:31
elmundo,35.7,64.3,10,18,28,119,Mixto,2026-03-08 11:31,2026-03-08 11:31
elpais,33.3,66.7,25,50,75,340,Mixto,2026-03-08 11:31,2026-03-08 11:31
20minutos,32.9,67.1,27,55,82,457,Mixto,2026-03-08 11:31,2026-03-08 11:31
elespanol,29.6,70.4,8,19,27,101,Mixto,2026-03-08 11:31,2026-03-08 11:31
elconfidencial,27.3,72.7,3,8,11,38,Mixto,2026-03-08 11:31,2026-03-08 11:31
elpais_internacional,25.0,75.0,2,6,8,28,Mixto,2026-03-08 11:31,2026-03-08 11:31
heraldo_aragon,24.2,75.8,15,47,62,570,Mixto,2026-03-08 11:31,2026-03-08 11:31
infolibre,20.0,80.0,5,20,25,75,Mixto,2026-03-08 11:31,2026-03-08 11:31
elmundo_internacional,0.0,100.0,0,3,3,31,Seguidor,2026-03-08 11:31,2026-03-08 11:31
maldita,0.0,100.0,0,1,1,24,Seguidor,2026-03-08 11:31,2026-03-08 11:31
newtral,75.0,25.0,3,1,4,16,Marcador de agenda,2026-03-08 12:02,2026-03-08 12:02
france24_es,71.4,28.6,10,4,14,98,Marcador de agenda,2026-03-08 12:02,2026-03-08 12:02
europapress,63.6,36.4,7,4,11,37,Marcador de agenda,2026-03-08 12:02,2026-03-08 12:02
huffington_es,58.3,41.7,14,10,24,143,Marcador de agenda,2026-03-08 12:02,2026-03-08 12:02
bbc_mundo,57.1,42.9,4,3,7,31,Marcador de agenda,2026-03-08 12:02,2026-03-08 12:02
google_news_es,55.1,44.9,65,53,118,441,Marcador de agenda,2026-03-08 12:02,2026-03-08 12:02
eldiario,50.0,50.0,24,24,48,221,Marcador de agenda,2026-03-08 12:02,2026-03-08 12:02
elcorreo,50.0,50.0,22,22,44,296,Marcador de agenda,2026-03-08 12:02,2026-03-08 12:02
elmundo_espana,50.0,50.0,3,3,6,43,Marcador de agenda,2026-03-08 12:02,2026-03-08 12:02
okdiario,48.1,51.9,26,28,54,437,Marcador de agenda,2026-03-08 12:02,2026-03-08 12:02
lavanguardia,45.2,54.8,38,46,84,500,Marcador de agenda,2026-03-08 12:02,2026-03-08 12:02
expansion,40.0,60.0,8,12,20,116,Marcador de agenda,2026-03-08 12:02,2026-03-08 12:02
levante_emv,39.7,60.3,25,38,63,309,Mixto,2026-03-08 12:02,2026-03-08 12:02
elpais_internacional,37.5,62.5,3,5,8,28,Mixto,2026-03-08 12:02,2026-03-08 12:02
elmundo,35.7,64.3,10,18,28,120,Mixto,2026-03-08 12:02,2026-03-08 12:02
elpais,34.2,65.8,27,52,79,342,Mixto,2026-03-08 12:02,2026-03-08 12:02
elespanol,33.3,66.7,9,18,27,101,Mixto,2026-03-08 12:02,2026-03-08 12:02
20minutos,30.5,69.5,25,57,82,459,Mixto,2026-03-08 12:02,2026-03-08 12:02
google_news_politica,26.3,73.7,5,14,19,66,Mixto,2026-03-08 12:02,2026-03-08 12:02
heraldo_aragon,24.6,75.4,15,46,61,572,Mixto,2026-03-08 12:02,2026-03-08 12:02
elconfidencial,20.0,80.0,2,8,10,38,Mixto,2026-03-08 12:02,2026-03-08 12:02
infolibre,19.2,80.8,5,21,26,74,Seguidor,2026-03-08 12:02,2026-03-08 12:02
maldita,0.0,100.0,0,1,1,23,Seguidor,2026-03-08 12:02,2026-03-08 12:02
elmundo_internacional,0.0,100.0,0,3,3,31,Seguidor,2026-03-08 12:02,2026-03-08 12:02
newtral,75.0,25.0,3,1,4,16,Marcador de agenda,2026-03-08 12:32,2026-03-08 12:32
france24_es,71.4,28.6,10,4,14,98,Marcador de agenda,2026-03-08 12:32,2026-03-08 12:32
bbc_mundo,66.7,33.3,4,2,6,30,Marcador de agenda,2026-03-08 12:32,2026-03-08 12:32
europapress,64.3,35.7,9,5,14,39,Marcador de agenda,2026-03-08 12:32,2026-03-08 12:32
huffington_es,60.0,40.0,15,10,25,143,Marcador de agenda,2026-03-08 12:32,2026-03-08 12:32
google_news_es,56.7,43.3,68,52,120,445,Marcador de agenda,2026-03-08 12:32,2026-03-08 12:32
elmundo_espana,50.0,50.0,3,3,6,42,Marcador de agenda,2026-03-08 12:32,2026-03-08 12:32
lavanguardia,48.9,51.1,43,45,88,503,Marcador de agenda,2026-03-08 12:32,2026-03-08 12:32
okdiario,46.3,53.7,25,29,54,444,Marcador de agenda,2026-03-08 12:32,2026-03-08 12:32
elcorreo,43.2,56.8,19,25,44,301,Marcador de agenda,2026-03-08 12:32,2026-03-08 12:32
expansion,42.1,57.9,8,11,19,118,Marcador de agenda,2026-03-08 12:32,2026-03-08 12:32
eldiario,40.8,59.2,20,29,49,222,Marcador de agenda,2026-03-08 12:32,2026-03-08 12:32
levante_emv,37.5,62.5,24,40,64,321,Mixto,2026-03-08 12:32,2026-03-08 12:32
20minutos,37.2,62.8,32,54,86,462,Mixto,2026-03-08 12:32,2026-03-08 12:32
elpais,32.0,68.0,24,51,75,343,Mixto,2026-03-08 12:32,2026-03-08 12:32
google_news_politica,31.6,68.4,6,13,19,64,Mixto,2026-03-08 12:32,2026-03-08 12:32
elmundo,30.0,70.0,9,21,30,121,Mixto,2026-03-08 12:32,2026-03-08 12:32
elespanol,29.6,70.4,8,19,27,102,Mixto,2026-03-08 12:32,2026-03-08 12:32
elpais_internacional,25.0,75.0,2,6,8,28,Mixto,2026-03-08 12:32,2026-03-08 12:32
infolibre,24.0,76.0,6,19,25,74,Mixto,2026-03-08 12:32,2026-03-08 12:32
heraldo_aragon,23.8,76.2,15,48,63,573,Mixto,2026-03-08 12:32,2026-03-08 12:32
elconfidencial,20.0,80.0,2,8,10,38,Mixto,2026-03-08 12:32,2026-03-08 12:32
maldita,0.0,100.0,0,1,1,23,Seguidor,2026-03-08 12:32,2026-03-08 12:32
elmundo_internacional,0.0,100.0,0,3,3,31,Seguidor,2026-03-08 12:32,2026-03-08 12:32
france24_es,75.0,25.0,12,4,16,98,Marcador de agenda,2026-03-08 13:02,2026-03-08 13:02
newtral,75.0,25.0,3,1,4,16,Marcador de agenda,2026-03-08 13:02,2026-03-08 13:02
bbc_mundo,66.7,33.3,4,2,6,31,Marcador de agenda,2026-03-08 13:02,2026-03-08 13:02
huffington_es,61.5,38.5,16,10,26,143,Marcador de agenda,2026-03-08 13:02,2026-03-08 13:02
google_news_es,61.0,39.0,75,48,123,448,Marcador de agenda,2026-03-08 13:02,2026-03-08 13:02
europapress,56.2,43.8,9,7,16,42,Marcador de agenda,2026-03-08 13:02,2026-03-08 13:02
elmundo_espana,50.0,50.0,3,3,6,41,Marcador de agenda,2026-03-08 13:02,2026-03-08 13:02
okdiario,48.1,51.9,26,28,54,446,Marcador de agenda,2026-03-08 13:02,2026-03-08 13:02
lavanguardia,47.3,52.7,43,48,91,506,Marcador de agenda,2026-03-08 13:02,2026-03-08 13:02
elcorreo,44.2,55.8,19,24,43,303,Marcador de agenda,2026-03-08 13:02,2026-03-08 13:02
elespanol,39.3,60.7,11,17,28,102,Mixto,2026-03-08 13:02,2026-03-08 13:02
expansion,38.1,61.9,8,13,21,119,Mixto,2026-03-08 13:02,2026-03-08 13:02
eldiario,38.0,62.0,19,31,50,223,Mixto,2026-03-08 13:02,2026-03-08 13:02
google_news_politica,36.8,63.2,7,12,19,65,Mixto,2026-03-08 13:02,2026-03-08 13:02
levante_emv,35.4,64.6,23,42,65,324,Mixto,2026-03-08 13:02,2026-03-08 13:02
20minutos,34.5,65.5,30,57,87,467,Mixto,2026-03-08 13:02,2026-03-08 13:02
elmundo,32.3,67.7,10,21,31,122,Mixto,2026-03-08 13:02,2026-03-08 13:02
elpais,31.2,68.8,24,53,77,345,Mixto,2026-03-08 13:02,2026-03-08 13:02
elconfidencial,25.0,75.0,3,9,12,41,Mixto,2026-03-08 13:02,2026-03-08 13:02
heraldo_aragon,22.4,77.6,15,52,67,577,Mixto,2026-03-08 13:02,2026-03-08 13:02
infolibre,20.0,80.0,5,20,25,74,Mixto,2026-03-08 13:02,2026-03-08 13:02
