source,agenda_score,follower_score,times_first,times_follower,topics_total,news_count,role,last_update,cycle
huffington_es,60.7,39.3,17,11,28,157,Marcador de agenda,2026-03-08 17:01,2026-03-08 17:01
newtral,60.0,40.0,3,2,5,18,Marcador de agenda,2026-03-08 17:01,2026-03-08 17:01
elmundo_espana,57.1,42.9,4,3,7,35,Marcador de agenda,2026-03-08 17:01,2026-03-08 17:01
europapress,52.9,47.1,9,8,17,50,Marcador de agenda,2026-03-08 17:01,2026-03-08 17:01
google_news_es,52.9,47.1,73,65,138,504,Marcador de agenda,2026-03-08 17:01,2026-03-08 17:01
okdiario,48.4,51.6,30,32,62,472,Marcador de agenda,2026-03-08 17:01,2026-03-08 17:01
lavanguardia,46.3,53.7,50,58,108,529,Marcador de agenda,2026-03-08 17:01,2026-03-08 17:01
elcorreo,45.3,54.7,24,29,53,327,Marcador de agenda,2026-03-08 17:01,2026-03-08 17:01
expansion,44.0,56.0,11,14,25,120,Marcador de agenda,2026-03-08 17:01,2026-03-08 17:01
eldiario,38.9,61.1,21,33,54,235,Mixto,2026-03-08 17:01,2026-03-08 17:01
20minutos,37.5,62.5,39,65,104,491,Mixto,2026-03-08 17:01,2026-03-08 17:01
elpais_internacional,37.5,62.5,3,5,8,29,Mixto,2026-03-08 17:01,2026-03-08 17:01
levante_emv,35.8,64.2,29,52,81,368,Mixto,2026-03-08 17:01,2026-03-08 17:01
elpais,33.3,66.7,27,54,81,353,Mixto,2026-03-08 17:01,2026-03-08 17:01
elespanol,33.3,66.7,9,18,27,112,Mixto,2026-03-08 17:01,2026-03-08 17:01
elmundo,30.3,69.7,10,23,33,131,Mixto,2026-03-08 17:01,2026-03-08 17:01
heraldo_aragon,29.6,70.4,21,50,71,642,Mixto,2026-03-08 17:01,2026-03-08 17:01
elconfidencial,28.6,71.4,4,10,14,42,Mixto,2026-03-08 17:01,2026-03-08 17:01
google_news_politica,25.0,75.0,5,15,20,72,Mixto,2026-03-08 17:01,2026-03-08 17:01
infolibre,12.0,88.0,3,22,25,77,Seguidor,2026-03-08 17:01,2026-03-08 17:01
maldita,0.0,100.0,0,1,1,16,Seguidor,2026-03-08 17:01,2026-03-08 17:01
elmundo_internacional,0.0,100.0,0,3,3,27,Seguidor,2026-03-08 17:01,2026-03-08 17:01
newtral,75.0,25.0,3,1,4,18,Marcador de agenda,2026-03-08 17:31,2026-03-08 17:31
france24_es,69.2,30.8,9,4,13,119,Marcador de agenda,2026-03-08 17:31,2026-03-08 17:31
bbc_mundo,66.7,33.3,4,2,6,32,Marcador de agenda,2026-03-08 17:31,2026-03-08 17:31
europapress,55.6,44.4,10,8,18,50,Marcador de agenda,2026-03-08 17:31,2026-03-08 17:31
huffington_es,51.9,48.1,14,13,27,159,Marcador de agenda,2026-03-08 17:31,2026-03-08 17:31
google_news_es,51.4,48.6,71,67,138,509,Marcador de agenda,2026-03-08 17:31,2026-03-08 17:31
elcorreo,51.0,49.0,26,25,51,330,Marcador de agenda,2026-03-08 17:31,2026-03-08 17:31
expansion,48.0,52.0,12,13,25,120,Marcador de agenda,2026-03-08 17:31,2026-03-08 17:31
okdiario,47.7,52.3,31,34,65,476,Marcador de agenda,2026-03-08 17:31,2026-03-08 17:31
lavanguardia,46.8,53.2,51,58,109,535,Marcador de agenda,2026-03-08 17:31,2026-03-08 17:31
elmundo_espana,42.9,57.1,3,4,7,35,Marcador de agenda,2026-03-08 17:31,2026-03-08 17:31
google_news_politica,40.0,60.0,8,12,20,70,Marcador de agenda,2026-03-08 17:31,2026-03-08 17:31
20minutos,39.4,60.6,41,63,104,493,Mixto,2026-03-08 17:31,2026-03-08 17:31
eldiario,38.5,61.5,20,32,52,235,Mixto,2026-03-08 17:31,2026-03-08 17:31
levante_emv,37.3,62.7,31,52,83,374,Mixto,2026-03-08 17:31,2026-03-08 17:31
elmundo,32.4,67.6,11,23,34,137,Mixto,2026-03-08 17:31,2026-03-08 17:31
elespanol,32.1,67.9,9,19,28,112,Mixto,2026-03-08 17:31,2026-03-08 17:31
elpais,30.9,69.1,25,56,81,352,Mixto,2026-03-08 17:31,2026-03-08 17:31
heraldo_aragon,29.0,71.0,20,49,69,651,Mixto,2026-03-08 17:31,2026-03-08 17:31
elconfidencial,28.6,71.4,4,10,14,42,Mixto,2026-03-08 17:31,2026-03-08 17:31
infolibre,17.2,82.8,5,24,29,77,Seguidor,2026-03-08 17:31,2026-03-08 17:31
elpais_internacional,12.5,87.5,1,7,8,29,Seguidor,2026-03-08 17:31,2026-03-08 17:31
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-08 17:31,2026-03-08 17:31
elmundo_internacional,0.0,100.0,0,3,3,26,Seguidor,2026-03-08 17:31,2026-03-08 17:31
newtral,75.0,25.0,3,1,4,18,Marcador de agenda,2026-03-08 18:01,2026-03-08 18:01
france24_es,69.2,30.8,9,4,13,122,Marcador de agenda,2026-03-08 18:01,2026-03-08 18:01
bbc_mundo,66.7,33.3,4,2,6,32,Marcador de agenda,2026-03-08 18:01,2026-03-08 18:01
europapress,58.8,41.2,10,7,17,51,Marcador de agenda,2026-03-08 18:01,2026-03-08 18:01
elmundo_espana,57.1,42.9,4,3,7,35,Marcador de agenda,2026-03-08 18:01,2026-03-08 18:01
expansion,50.0,50.0,12,12,24,120,Marcador de agenda,2026-03-08 18:01,2026-03-08 18:01
huffington_es,50.0,50.0,15,15,30,161,Marcador de agenda,2026-03-08 18:01,2026-03-08 18:01
google_news_es,50.0,50.0,68,68,136,514,Marcador de agenda,2026-03-08 18:01,2026-03-08 18:01
okdiario,49.3,50.7,35,36,71,480,Marcador de agenda,2026-03-08 18:01,2026-03-08 18:01
elcorreo,47.3,52.7,26,29,55,335,Marcador de agenda,2026-03-08 18:01,2026-03-08 18:01
lavanguardia,45.3,54.7,48,58,106,540,Marcador de agenda,2026-03-08 18:01,2026-03-08 18:01
eldiario,40.7,59.3,22,32,54,235,Marcador de agenda,2026-03-08 18:01,2026-03-08 18:01
levante_emv,39.0,61.0,32,50,82,378,Mixto,2026-03-08 18:01,2026-03-08 18:01
elpais,37.6,62.4,32,53,85,353,Mixto,2026-03-08 18:01,2026-03-08 18:01
elpais_internacional,37.5,62.5,3,5,8,29,Mixto,2026-03-08 18:01,2026-03-08 18:01
google_news_politica,35.0,65.0,7,13,20,70,Mixto,2026-03-08 18:01,2026-03-08 18:01
20minutos,32.7,67.3,35,72,107,497,Mixto,2026-03-08 18:01,2026-03-08 18:01
elmundo,32.4,67.6,11,23,34,139,Mixto,2026-03-08 18:01,2026-03-08 18:01
elconfidencial,30.8,69.2,4,9,13,42,Mixto,2026-03-08 18:01,2026-03-08 18:01
heraldo_aragon,28.8,71.2,21,52,73,661,Mixto,2026-03-08 18:01,2026-03-08 18:01
elespanol,25.9,74.1,7,20,27,112,Mixto,2026-03-08 18:01,2026-03-08 18:01
infolibre,17.2,82.8,5,24,29,77,Seguidor,2026-03-08 18:01,2026-03-08 18:01
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-08 18:01,2026-03-08 18:01
elmundo_internacional,0.0,100.0,0,3,3,30,Seguidor,2026-03-08 18:01,2026-03-08 18:01
france24_es,66.7,33.3,8,4,12,123,Marcador de agenda,2026-03-08 18:32,2026-03-08 18:32
newtral,60.0,40.0,3,2,5,18,Marcador de agenda,2026-03-08 18:32,2026-03-08 18:32
bbc_mundo,57.1,42.9,4,3,7,31,Marcador de agenda,2026-03-08 18:32,2026-03-08 18:32
europapress,55.6,44.4,10,8,18,51,Marcador de agenda,2026-03-08 18:32,2026-03-08 18:32
google_news_es,53.2,46.8,75,66,141,524,Marcador de agenda,2026-03-08 18:32,2026-03-08 18:32
okdiario,52.1,47.9,37,34,71,486,Marcador de agenda,2026-03-08 18:32,2026-03-08 18:32
huffington_es,51.6,48.4,16,15,31,163,Marcador de agenda,2026-03-08 18:32,2026-03-08 18:32
expansion,50.0,50.0,12,12,24,119,Marcador de agenda,2026-03-08 18:32,2026-03-08 18:32
lavanguardia,46.0,54.0,52,61,113,544,Marcador de agenda,2026-03-08 18:32,2026-03-08 18:32
elcorreo,44.6,55.4,25,31,56,341,Marcador de agenda,2026-03-08 18:32,2026-03-08 18:32
elmundo_espana,42.9,57.1,3,4,7,34,Marcador de agenda,2026-03-08 18:32,2026-03-08 18:32
eldiario,42.1,57.9,24,33,57,235,Marcador de agenda,2026-03-08 18:32,2026-03-08 18:32
google_news_politica,40.0,60.0,8,12,20,68,Marcador de agenda,2026-03-08 18:32,2026-03-08 18:32
levante_emv,38.1,61.9,32,52,84,385,Mixto,2026-03-08 18:32,2026-03-08 18:32
elpais_internacional,37.5,62.5,3,5,8,29,Mixto,2026-03-08 18:32,2026-03-08 18:32
20minutos,34.9,65.1,37,69,106,498,Mixto,2026-03-08 18:32,2026-03-08 18:32
elpais,32.2,67.8,28,59,87,358,Mixto,2026-03-08 18:32,2026-03-08 18:32
elconfidencial,30.8,69.2,4,9,13,42,Mixto,2026-03-08 18:32,2026-03-08 18:32
elmundo,30.3,69.7,10,23,33,145,Mixto,2026-03-08 18:32,2026-03-08 18:32
elespanol,29.6,70.4,8,19,27,112,Mixto,2026-03-08 18:32,2026-03-08 18:32
heraldo_aragon,26.8,73.2,19,52,71,669,Mixto,2026-03-08 18:32,2026-03-08 18:32
infolibre,11.5,88.5,3,23,26,77,Seguidor,2026-03-08 18:32,2026-03-08 18:32
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-08 18:32,2026-03-08 18:32
elmundo_internacional,0.0,100.0,0,3,3,30,Seguidor,2026-03-08 18:32,2026-03-08 18:32
newtral,75.0,25.0,3,1,4,18,Marcador de agenda,2026-03-08 19:01,2026-03-08 19:01
france24_es,66.7,33.3,8,4,12,123,Marcador de agenda,2026-03-08 19:01,2026-03-08 19:01
elmundo_espana,57.1,42.9,4,3,7,34,Marcador de agenda,2026-03-08 19:01,2026-03-08 19:01
bbc_mundo,57.1,42.9,4,3,7,31,Marcador de agenda,2026-03-08 19:01,2026-03-08 19:01
google_news_es,53.9,46.1,76,65,141,531,Marcador de agenda,2026-03-08 19:01,2026-03-08 19:01
europapress,52.9,47.1,9,8,17,51,Marcador de agenda,2026-03-08 19:01,2026-03-08 19:01
okdiario,52.7,47.3,39,35,74,488,Marcador de agenda,2026-03-08 19:01,2026-03-08 19:01
expansion,52.0,48.0,13,12,25,118,Marcador de agenda,2026-03-08 19:01,2026-03-08 19:01
huffington_es,51.6,48.4,16,15,31,163,Marcador de agenda,2026-03-08 19:01,2026-03-08 19:01
elpais_internacional,50.0,50.0,4,4,8,28,Marcador de agenda,2026-03-08 19:01,2026-03-08 19:01
elcorreo,44.8,55.2,26,32,58,343,Marcador de agenda,2026-03-08 19:01,2026-03-08 19:01
lavanguardia,44.6,55.4,50,62,112,550,Marcador de agenda,2026-03-08 19:01,2026-03-08 19:01
eldiario,43.1,56.9,25,33,58,236,Marcador de agenda,2026-03-08 19:01,2026-03-08 19:01
google_news_politica,40.0,60.0,8,12,20,66,Marcador de agenda,2026-03-08 19:01,2026-03-08 19:01
levante_emv,38.4,61.6,33,53,86,388,Mixto,2026-03-08 19:01,2026-03-08 19:01
20minutos,34.6,65.4,37,70,107,501,Mixto,2026-03-08 19:01,2026-03-08 19:01
elmundo,33.3,66.7,11,22,33,145,Mixto,2026-03-08 19:01,2026-03-08 19:01
elpais,31.5,68.5,28,61,89,359,Mixto,2026-03-08 19:01,2026-03-08 19:01
elconfidencial,30.8,69.2,4,9,13,42,Mixto,2026-03-08 19:01,2026-03-08 19:01
heraldo_aragon,26.7,73.3,20,55,75,680,Mixto,2026-03-08 19:01,2026-03-08 19:01
elespanol,25.9,74.1,7,20,27,112,Mixto,2026-03-08 19:01,2026-03-08 19:01
infolibre,14.8,85.2,4,23,27,77,Seguidor,2026-03-08 19:01,2026-03-08 19:01
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-08 19:01,2026-03-08 19:01
elmundo_internacional,0.0,100.0,0,3,3,30,Seguidor,2026-03-08 19:01,2026-03-08 19:01
newtral,80.0,20.0,4,1,5,18,Marcador de agenda,2026-03-08 19:31,2026-03-08 19:31
france24_es,66.7,33.3,8,4,12,123,Marcador de agenda,2026-03-08 19:31,2026-03-08 19:31
bbc_mundo,66.7,33.3,4,2,6,31,Marcador de agenda,2026-03-08 19:31,2026-03-08 19:31
google_news_es,55.4,44.6,82,66,148,539,Marcador de agenda,2026-03-08 19:31,2026-03-08 19:31
europapress,55.0,45.0,11,9,20,52,Marcador de agenda,2026-03-08 19:31,2026-03-08 19:31
huffington_es,51.6,48.4,16,15,31,165,Marcador de agenda,2026-03-08 19:31,2026-03-08 19:31
okdiario,48.7,51.3,37,39,76,497,Marcador de agenda,2026-03-08 19:31,2026-03-08 19:31
elcorreo,48.3,51.7,29,31,60,354,Marcador de agenda,2026-03-08 19:31,2026-03-08 19:31
expansion,48.1,51.9,13,14,27,117,Marcador de agenda,2026-03-08 19:31,2026-03-08 19:31
eldiario,43.9,56.1,25,32,57,237,Marcador de agenda,2026-03-08 19:31,2026-03-08 19:31
elmundo_espana,42.9,57.1,3,4,7,34,Marcador de agenda,2026-03-08 19:31,2026-03-08 19:31
lavanguardia,42.6,57.4,49,66,115,552,Marcador de agenda,2026-03-08 19:31,2026-03-08 19:31
levante_emv,40.0,60.0,36,54,90,393,Marcador de agenda,2026-03-08 19:31,2026-03-08 19:31
elpais_internacional,37.5,62.5,3,5,8,28,Mixto,2026-03-08 19:31,2026-03-08 19:31
elmundo,35.3,64.7,12,22,34,146,Mixto,2026-03-08 19:31,2026-03-08 19:31
elpais,32.6,67.4,29,60,89,358,Mixto,2026-03-08 19:31,2026-03-08 19:31
20minutos,32.4,67.6,33,69,102,505,Mixto,2026-03-08 19:31,2026-03-08 19:31
google_news_politica,30.0,70.0,6,14,20,65,Mixto,2026-03-08 19:31,2026-03-08 19:31
elconfidencial,28.6,71.4,4,10,14,42,Mixto,2026-03-08 19:31,2026-03-08 19:31
elespanol,26.9,73.1,7,19,26,115,Mixto,2026-03-08 19:31,2026-03-08 19:31
heraldo_aragon,26.8,73.2,19,52,71,683,Mixto,2026-03-08 19:31,2026-03-08 19:31
infolibre,11.1,88.9,3,24,27,77,Seguidor,2026-03-08 19:31,2026-03-08 19:31
elmundo_internacional,0.0,100.0,0,3,3,27,Seguidor,2026-03-08 19:31,2026-03-08 19:31
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-08 19:31,2026-03-08 19:31
newtral,80.0,20.0,4,1,5,18,Marcador de agenda,2026-03-08 20:02,2026-03-08 20:02
france24_es,69.2,30.8,9,4,13,130,Marcador de agenda,2026-03-08 20:02,2026-03-08 20:02
bbc_mundo,57.1,42.9,4,3,7,31,Marcador de agenda,2026-03-08 20:02,2026-03-08 20:02
expansion,56.0,44.0,14,11,25,115,Marcador de agenda,2026-03-08 20:02,2026-03-08 20:02
okdiario,53.3,46.7,40,35,75,499,Marcador de agenda,2026-03-08 20:02,2026-03-08 20:02
europapress,52.9,47.1,9,8,17,52,Marcador de agenda,2026-03-08 20:02,2026-03-08 20:02
huffington_es,51.6,48.4,16,15,31,170,Marcador de agenda,2026-03-08 20:02,2026-03-08 20:02
google_news_es,50.0,50.0,73,73,146,548,Marcador de agenda,2026-03-08 20:02,2026-03-08 20:02
elcorreo,45.0,55.0,27,33,60,359,Marcador de agenda,2026-03-08 20:02,2026-03-08 20:02
lavanguardia,43.3,56.7,52,68,120,557,Marcador de agenda,2026-03-08 20:02,2026-03-08 20:02
elmundo_espana,42.9,57.1,3,4,7,34,Marcador de agenda,2026-03-08 20:02,2026-03-08 20:02
eldiario,41.4,58.6,24,34,58,238,Marcador de agenda,2026-03-08 20:02,2026-03-08 20:02
levante_emv,39.1,60.9,34,53,87,397,Mixto,2026-03-08 20:02,2026-03-08 20:02
google_news_politica,38.1,61.9,8,13,21,65,Mixto,2026-03-08 20:02,2026-03-08 20:02
elpais_internacional,37.5,62.5,3,5,8,27,Mixto,2026-03-08 20:02,2026-03-08 20:02
20minutos,35.5,64.5,38,69,107,509,Mixto,2026-03-08 20:02,2026-03-08 20:02
elpais,34.8,65.2,31,58,89,360,Mixto,2026-03-08 20:02,2026-03-08 20:02
elmundo,34.3,65.7,12,23,35,146,Mixto,2026-03-08 20:02,2026-03-08 20:02
elespanol,31.0,69.0,9,20,29,115,Mixto,2026-03-08 20:02,2026-03-08 20:02
elconfidencial,30.8,69.2,4,9,13,43,Mixto,2026-03-08 20:02,2026-03-08 20:02
heraldo_aragon,26.7,73.3,20,55,75,688,Mixto,2026-03-08 20:02,2026-03-08 20:02
infolibre,14.3,85.7,4,24,28,77,Seguidor,2026-03-08 20:02,2026-03-08 20:02
elmundo_internacional,0.0,100.0,0,3,3,27,Seguidor,2026-03-08 20:02,2026-03-08 20:02
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-08 20:02,2026-03-08 20:02
newtral,80.0,20.0,4,1,5,18,Marcador de agenda,2026-03-08 20:31,2026-03-08 20:31
france24_es,69.2,30.8,9,4,13,131,Marcador de agenda,2026-03-08 20:31,2026-03-08 20:31
bbc_mundo,66.7,33.3,4,2,6,32,Marcador de agenda,2026-03-08 20:31,2026-03-08 20:31
europapress,56.2,43.8,9,7,16,52,Marcador de agenda,2026-03-08 20:31,2026-03-08 20:31
expansion,51.9,48.1,14,13,27,114,Marcador de agenda,2026-03-08 20:31,2026-03-08 20:31
huffington_es,51.7,48.3,15,14,29,172,Marcador de agenda,2026-03-08 20:31,2026-03-08 20:31
elpais_internacional,50.0,50.0,4,4,8,27,Marcador de agenda,2026-03-08 20:31,2026-03-08 20:31
google_news_es,50.0,50.0,73,73,146,551,Marcador de agenda,2026-03-08 20:31,2026-03-08 20:31
okdiario,49.3,50.7,35,36,71,503,Marcador de agenda,2026-03-08 20:31,2026-03-08 20:31
elcorreo,45.9,54.1,28,33,61,368,Marcador de agenda,2026-03-08 20:31,2026-03-08 20:31
elmundo_espana,42.9,57.1,3,4,7,34,Marcador de agenda,2026-03-08 20:31,2026-03-08 20:31
eldiario,42.4,57.6,25,34,59,239,Marcador de agenda,2026-03-08 20:31,2026-03-08 20:31
levante_emv,41.1,58.9,37,53,90,400,Marcador de agenda,2026-03-08 20:31,2026-03-08 20:31
lavanguardia,40.8,59.2,49,71,120,562,Marcador de agenda,2026-03-08 20:31,2026-03-08 20:31
elmundo,38.2,61.8,13,21,34,146,Mixto,2026-03-08 20:31,2026-03-08 20:31
google_news_politica,38.1,61.9,8,13,21,66,Mixto,2026-03-08 20:31,2026-03-08 20:31
20minutos,36.6,63.4,37,64,101,513,Mixto,2026-03-08 20:31,2026-03-08 20:31
elconfidencial,35.7,64.3,5,9,14,43,Mixto,2026-03-08 20:31,2026-03-08 20:31
elpais,33.3,66.7,30,60,90,363,Mixto,2026-03-08 20:31,2026-03-08 20:31
elespanol,32.3,67.7,10,21,31,116,Mixto,2026-03-08 20:31,2026-03-08 20:31
heraldo_aragon,26.9,73.1,21,57,78,690,Mixto,2026-03-08 20:31,2026-03-08 20:31
infolibre,17.9,82.1,5,23,28,71,Seguidor,2026-03-08 20:31,2026-03-08 20:31
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-08 20:31,2026-03-08 20:31
elmundo_internacional,0.0,100.0,0,3,3,27,Seguidor,2026-03-08 20:31,2026-03-08 20:31
newtral,80.0,20.0,4,1,5,18,Marcador de agenda,2026-03-08 21:01,2026-03-08 21:01
france24_es,69.2,30.8,9,4,13,132,Marcador de agenda,2026-03-08 21:01,2026-03-08 21:01
bbc_mundo,57.1,42.9,4,3,7,32,Marcador de agenda,2026-03-08 21:01,2026-03-08 21:01
europapress,55.6,44.4,10,8,18,52,Marcador de agenda,2026-03-08 21:01,2026-03-08 21:01
google_news_es,52.4,47.6,77,70,147,554,Marcador de agenda,2026-03-08 21:01,2026-03-08 21:01
expansion,51.9,48.1,14,13,27,113,Marcador de agenda,2026-03-08 21:01,2026-03-08 21:01
huffington_es,51.7,48.3,15,14,29,172,Marcador de agenda,2026-03-08 21:01,2026-03-08 21:01
okdiario,49.3,50.7,33,34,67,503,Marcador de agenda,2026-03-08 21:01,2026-03-08 21:01
elcorreo,45.0,55.0,27,33,60,371,Marcador de agenda,2026-03-08 21:01,2026-03-08 21:01
eldiario,44.1,55.9,26,33,59,239,Marcador de agenda,2026-03-08 21:01,2026-03-08 21:01
lavanguardia,42.9,57.1,51,68,119,565,Marcador de agenda,2026-03-08 21:01,2026-03-08 21:01
elmundo_espana,42.9,57.1,3,4,7,33,Marcador de agenda,2026-03-08 21:01,2026-03-08 21:01
elmundo,41.2,58.8,14,20,34,148,Marcador de agenda,2026-03-08 21:01,2026-03-08 21:01
levante_emv,38.9,61.1,35,55,90,409,Mixto,2026-03-08 21:01,2026-03-08 21:01
elpais,36.3,63.7,33,58,91,364,Mixto,2026-03-08 21:01,2026-03-08 21:01
elconfidencial,35.7,64.3,5,9,14,43,Mixto,2026-03-08 21:01,2026-03-08 21:01
20minutos,34.6,65.4,36,68,104,515,Mixto,2026-03-08 21:01,2026-03-08 21:01
elespanol,32.1,67.9,9,19,28,116,Mixto,2026-03-08 21:01,2026-03-08 21:01
google_news_politica,28.6,71.4,6,15,21,66,Mixto,2026-03-08 21:01,2026-03-08 21:01
heraldo_aragon,28.0,72.0,21,54,75,686,Mixto,2026-03-08 21:01,2026-03-08 21:01
infolibre,15.4,84.6,4,22,26,71,Seguidor,2026-03-08 21:01,2026-03-08 21:01
elpais_internacional,12.5,87.5,1,7,8,26,Seguidor,2026-03-08 21:01,2026-03-08 21:01
elmundo_internacional,0.0,100.0,0,3,3,27,Seguidor,2026-03-08 21:01,2026-03-08 21:01
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-08 21:01,2026-03-08 21:01
newtral,80.0,20.0,4,1,5,18,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
france24_es,71.4,28.6,10,4,14,132,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
bbc_mundo,57.1,42.9,4,3,7,32,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
europapress,55.6,44.4,10,8,18,52,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
elpais_internacional,50.0,50.0,4,4,8,26,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
okdiario,49.3,50.7,35,36,71,504,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
huffington_es,48.3,51.7,14,15,29,175,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
google_news_es,48.3,51.7,73,78,151,559,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
expansion,48.1,51.9,13,14,27,112,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
elcorreo,44.3,55.7,27,34,61,382,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
lavanguardia,43.5,56.5,50,65,115,569,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
elmundo_espana,42.9,57.1,3,4,7,32,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
eldiario,42.9,57.1,24,32,56,216,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
elconfidencial,40.0,60.0,6,9,15,43,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
google_news_politica,40.0,60.0,8,12,20,66,Marcador de agenda,2026-03-08 21:31,2026-03-08 21:31
elpais,37.1,62.9,33,56,89,365,Mixto,2026-03-08 21:31,2026-03-08 21:31
levante_emv,37.1,62.9,33,56,89,410,Mixto,2026-03-08 21:31,2026-03-08 21:31
20minutos,37.0,63.0,40,68,108,518,Mixto,2026-03-08 21:31,2026-03-08 21:31
elespanol,36.7,63.3,11,19,30,118,Mixto,2026-03-08 21:31,2026-03-08 21:31
elmundo,30.6,69.4,11,25,36,150,Mixto,2026-03-08 21:31,2026-03-08 21:31
heraldo_aragon,27.3,72.7,21,56,77,688,Mixto,2026-03-08 21:31,2026-03-08 21:31
infolibre,14.3,85.7,4,24,28,71,Seguidor,2026-03-08 21:31,2026-03-08 21:31
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-08 21:31,2026-03-08 21:31
elmundo_internacional,0.0,100.0,0,3,3,27,Seguidor,2026-03-08 21:31,2026-03-08 21:31
newtral,80.0,20.0,4,1,5,18,Marcador de agenda,2026-03-08 22:01,2026-03-08 22:01
france24_es,73.3,26.7,11,4,15,133,Marcador de agenda,2026-03-08 22:01,2026-03-08 22:01
elpais_internacional,57.1,42.9,4,3,7,25,Marcador de agenda,2026-03-08 22:01,2026-03-08 22:01
bbc_mundo,57.1,42.9,4,3,7,32,Marcador de agenda,2026-03-08 22:01,2026-03-08 22:01
europapress,55.6,44.4,10,8,18,52,Marcador de agenda,2026-03-08 22:01,2026-03-08 22:01
expansion,51.9,48.1,14,13,27,112,Marcador de agenda,2026-03-08 22:01,2026-03-08 22:01
google_news_es,51.4,48.6,75,71,146,562,Marcador de agenda,2026-03-08 22:01,2026-03-08 22:01
elcorreo,48.4,51.6,30,32,62,384,Marcador de agenda,2026-03-08 22:01,2026-03-08 22:01
huffington_es,48.3,51.7,14,15,29,175,Marcador de agenda,2026-03-08 22:01,2026-03-08 22:01
okdiario,47.8,52.2,33,36,69,504,Marcador de agenda,2026-03-08 22:01,2026-03-08 22:01
eldiario,43.6,56.4,24,31,55,217,Marcador de agenda,2026-03-08 22:01,2026-03-08 22:01
lavanguardia,43.2,56.8,51,67,118,570,Marcador de agenda,2026-03-08 22:01,2026-03-08 22:01
elmundo_espana,42.9,57.1,3,4,7,29,Marcador de agenda,2026-03-08 22:01,2026-03-08 22:01
levante_emv,38.5,61.5,35,56,91,415,Mixto,2026-03-08 22:01,2026-03-08 22:01
20minutos,36.9,63.1,38,65,103,527,Mixto,2026-03-08 22:01,2026-03-08 22:01
elpais,33.7,66.3,30,59,89,365,Mixto,2026-03-08 22:01,2026-03-08 22:01
google_news_politica,31.8,68.2,7,15,22,68,Mixto,2026-03-08 22:01,2026-03-08 22:01
elconfidencial,31.2,68.8,5,11,16,43,Mixto,2026-03-08 22:01,2026-03-08 22:01
elespanol,31.0,69.0,9,20,29,118,Mixto,2026-03-08 22:01,2026-03-08 22:01
heraldo_aragon,28.0,72.0,21,54,75,690,Mixto,2026-03-08 22:01,2026-03-08 22:01
elmundo,27.8,72.2,10,26,36,149,Mixto,2026-03-08 22:01,2026-03-08 22:01
infolibre,14.3,85.7,4,24,28,71,Seguidor,2026-03-08 22:01,2026-03-08 22:01
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-08 22:01,2026-03-08 22:01
elmundo_internacional,0.0,100.0,0,3,3,24,Seguidor,2026-03-08 22:01,2026-03-08 22:01
newtral,80.0,20.0,4,1,5,18,Marcador de agenda,2026-03-08 22:31,2026-03-08 22:31
france24_es,73.3,26.7,11,4,15,134,Marcador de agenda,2026-03-08 22:31,2026-03-08 22:31
bbc_mundo,57.1,42.9,4,3,7,32,Marcador de agenda,2026-03-08 22:31,2026-03-08 22:31
huffington_es,53.3,46.7,16,14,30,178,Marcador de agenda,2026-03-08 22:31,2026-03-08 22:31
google_news_es,50.0,50.0,74,74,148,567,Marcador de agenda,2026-03-08 22:31,2026-03-08 22:31
elcorreo,49.2,50.8,30,31,61,387,Marcador de agenda,2026-03-08 22:31,2026-03-08 22:31
expansion,48.1,51.9,13,14,27,114,Marcador de agenda,2026-03-08 22:31,2026-03-08 22:31
okdiario,47.8,52.2,32,35,67,505,Marcador de agenda,2026-03-08 22:31,2026-03-08 22:31
europapress,47.1,52.9,8,9,17,52,Marcador de agenda,2026-03-08 22:31,2026-03-08 22:31
lavanguardia,46.3,53.7,56,65,121,571,Marcador de agenda,2026-03-08 22:31,2026-03-08 22:31
